labels,key_words,review
2,有洞刚买,刚买就有洞了??
18,防晒还是有的,凑合穿吧，感觉透气不是很好，穿了一次，防晒还是有的，穿着钓鱼
18,防晒还是有的,凑合穿吧，感觉透气不是很好，穿了一次，防晒还是有的，穿着钓鱼
0,尺码有问题,打底衣尽然这么宽松，尺码太有问题了
23,快递送到,大家别上当了、快递送到了家门
2,沾毛不理想,刚开包装，看一眼就不理想了，沾毛，白色衣服上那么多黑毛。
8,客服没有缝合,大家看清楚这是什么质量，收到货到处是没有缝合好的洞洞，找客服，他们就直接推托给京东！他们概不负责？！收了钱，啥都不管了，且不说质量有多差，就这点诚信和服务建议大家慎重购买！
10,卖家退不了,大家千万千万不要买这家店的衣服，第一次购买的时候，客服码数不懂，自己产品码数不知道就上岗，其次，我衣服拿到手，然后第一次洗，洗完发现烂了，客服说我洗衣服撕破了，我有必要对新衣服进行撕扯去洗吗？？？然后卖家说退不了，这个一看很明显就是衣服质量问题！！！大家千万别被好评所欺骗！
3,闻上去差评,差评，衣服拆开包装，白衣服上面都是黑点子，衣服闻上去有一股汗臭味，料子也很差，
26,做工精细,大品牌，值得信赖，面料亲肤，做工精细，细节用心，很好
30,大品牌值得信赖,大品牌，值得信赖，面料亲肤，做工精细，细节用心，很好
0,大小大小不一,大小不一，灰色是大号的，是正常的。黑色虽然也是大号的，但是实际上要小很多，感觉像女生的。
35,速度快。,大小合适，挺柔软，也挺单薄的，老公很喜欢，物流速度快。
3,污渍很明显,很明显的污渍 不想说多了
26,做工精良,大小合适，做工精良，出口品质，最满意的一次淘货，很喜欢，下次会再来！快递太慢
1,领口严重变形,刚洗还没穿领口已经严重变形了
4,牌子差评,差评牌子和东西分离，
2,质量不好,不好，质量不好，两件有一件还做工很随意
8,快递态度让人无语,等了半个多月快递，收到的白色衣服有很多污渍，客服的态度就是可以退货，真的让人很无语。
2,质量差的一比,大家不要买！质量差的一比！
1,买回来第一洗变型了,买回来第一洗，圆领就变型了
17,效果还行,第二次购买了，效果还行，一直在用这个牌子的，质量不错，穿着舒服
6,口袋没有,最慢的一次，也是最差的一次，最不满意的一次，，不想说了，衣服连个口袋也没有？
23,客服太不有心了,第二次买了。穿着还可以，本来让客服给我发一长一短，想试试他们的长的穿着怎么样，结果还是给我发了两个短的，价格都一样，客服也太不有心了，
15,脱色有点,第二次洗的时候脱色了，有点变黄
8,商家,第一：商家不解决问题，永远在拖拉，不作为，对于客户提出的问题打马虎眼。第二：配送到我的所在地后不第一时间与我联系，也不通知我。我打的圆通客服才找到配送电话，配送员态度也比较恶略。
2,质量也不好,差差差太差了，和图片不一样，质量也不好
2,质量这么差,简直就是垃圾  虽然便宜 但至于质量这么差吗？ 洗完第二天胳膊上线头开了  人否？
23,快递丢件,第一次快递直接丢件，客服一直没人回复处理。
11,订单只收到两件,我下了两个订单，因为是两件装，实际应该是四件，结果实际我只收到两件！！！然后联系客服，联系了几天，她最后跟我说发了四件，我真的服了，京东现在是越来越不把消费者当回事了，真的气愤，明明是他们的问题，到最后却要我买买单，客服永远解决不了问题，钱真的不多，只有100，但真的让人几天的心情都不好了，最后说补偿我20消费券，我要的是消费券吗，我要的是我的衣服！！！！！！
19,客服没人回复处理,第一次快递直接丢件，客服一直没人回复处理。
30,防晒效果也很好,第一次买这款防晒衣，穿了好几天来评的，质量确认挺好的，防晒效果也很好
11,为什么发码,要3XL，为什么发4XL码的。
0,一件真是无语,第一次收到货，一件长一件小。换货之后直接由长袖变成了短袖，真是无语。店家能不能走点心？？？浪费我时间！
1,难看，很,穿了两次，洗了一次，领子已经松懈，很难看，太差了
1,松懈,穿了两次，洗了一次，领子已经松懈，很难看，太差了
20,服务态一般,店家服务态度一般，所购物品没预想中好，所以差评，再也不买了！
11,发错,与商家联系好数量和各衣服尺码，依然发错。客服解决问题态度敷衍。
7,店家,店家说衣服有瑕疵不能发货，而且没有提前跟我沟通。让我足足等了一个星期，还有快递还给我发个这么个东西过来，我实在是忍不了。
11,发错货,很好，这么长时间第一次碰到交智商税的购物。且不说是不是有心发错货，就这解决问题的态度，简直满分。真是特喵的太好了，建议大家多下单哈。
0,尺码不合适,店家推荐的尺码不合适，颜色不一样质量太差，发货速度5天才到我建议大家考虑清楚。衣服料子非常差，差劲 差评 差评 差评 差评????????????????????
11,发错货清晰,尺码备注清晰扔发错货，客服解决问题态度敷衍。
8,态度很差,店铺可以倒闭了，发货服务态度很差、物流超级慢，时间要半个月
4,牌证差评,差评牌证和衣服分离，
4,标签差评,差评标签和服饰分离，
4,品牌都没有,什么品牌都没有，10块钱的衣服，质量垃圾：
4,标签这么硬,衣服标签搞这么硬能省几毛钱
2,做工不行,掉线 做工不行
2,做工随意,不好，质量不好，两件有一件还做工很随意
30,优惠放心,东西不错，还有优惠，可以放心省钱购买，不要犹豫了很精致，质量非常好，很满意的一次购物。谢谢店家！发货超级快，到货超级快，包装很精致，真的是开启了新世界的大门
30,包装很精致,东西不错，还有优惠，可以放心省钱购买，不要犹豫了很精致，质量非常好，很满意的一次购物。谢谢店家！发货超级快，到货超级快，包装很精致，真的是开启了新世界的大门
31,发货很快,防晒服质量不错，做工也挺好的，而且尺码合适，爸爸比较胖，这个很合适，发货很快，全五分。
24,尺码合适,防晒服质量不错，做工也挺好的，而且尺码合适，爸爸比较胖，这个很合适，发货很快，全五分。
15,手感很有,东西不错，很厚很有手感～～还会继续支持
23,发那去了不知道,东西都没收到，货都不知道发那去了
8,客服垃圾,东西好不好不评价 客服是真的垃圾 十分的垃圾
3,污渍如此差,说实话 不带虚假 买了这么多次 第一次见如此差的衣物 包装破 没吊牌不说 衣服还是有污渍 最搞笑的是里面没纸板 用的是红塔山烟盒 搞笑是不
11,发的什么,我买的黑加灰这发的什么
7,客服未回复消息,东西未收到就显示签收，而且没有发去拿东西的短信与电话，现在东西在哪都不知道，最后找客服，客服一直未回消息，从未见过这么烂的售后与客服，两天未回复消息！
3,洗了掉色,黑的洗了掉色
8,客服应付,东西一般，这个价钱也不期望什么。关键是发货太慢，后买的东西都到货了，他家还在出库，联系客服，各种应付，光说在催催催。总体评价差！
7,发货太慢,东西一般，这个价钱也不期望什么。关键是发货太慢，后买的东西都到货了，他家还在出库，联系客服，各种应付，光说在催催催。总体评价差！
5,东西与图片不一样,东西与图片不一样，差别很大。不理想，感觉自己上当受骗
3,衣服很脏,收到的新衣服，很脏。失望
23,快递速度超慢,东西值不值钱不说，客服服务只是敷衍了事，快递速度超慢，换货更是慢到无语，极差
23,客服服务敷衍了事,东西值不值钱不说，客服服务只是敷衍了事，快递速度超慢，换货更是慢到无语，极差
1,缩水,洗完缩水了，而且穿着硌得慌。
6,口兜都没有,连口兜都没有，后悔的一次购物
3,一揉就退色,黑色的回来拿水一揉就开始退色，没想到这种大牌子的衣服也会这样
9,信息引起不适,对个人信息外泄露，影响个人生活，引起不适
17,版型太宽松,对我来说，版型太宽松
11,发货不检查,发货前不检查一下吗 破个口子 东西不贵也值不当的退换
8,店家不积极,对这个店家无语了，我没收到货就显示已送达就算了，处理问题一点不积极，发个消息回复的永远是那老三句。
6,冒牌货,有图有真相：只有一件符合商家所展示，另一件则是冒牌货。望请商家认真对待。两件上衣面料质感明显不一。
13,缩水多洗三四轮,多洗三四轮衣服会缩水。
11,发货不看规格,发货不看规格的吗？我买的XL，给我发L，怎么想让我返老还童吗？
11,发货速度才到,店家推荐的尺码不合适，颜色不一样质量太差，发货速度5天才到我建议大家考虑清楚。衣服料子非常差，差劲 差评 差评 差评 差评????????????????????
7,都不处理,发错型号了，中午到晚上11点半都不处理
23,尺码发错,发个衣服都能把尺码发错，管理费也太不严格了吧，地区受限收个货好麻烦噢，
11,发货晰漏,备注清晰漏发货，客服解决问题态度敷衍。
1,缩水比较厉害,缩水比较厉害，吸汗太阳晒会发红。
7,发货不及时,发货不及时，不勾通，不推荐
9,信息侵犯,发货地在广西，收货地在山东。侵犯他人信息
21,箱子比较严实,发货的箱子比较严实，没有隐私泄露。
21,隐私泄露没有,发货的没有隐私泄露。
31,发货快，,发货快，包装严实，商品质量还可以，穿在身上也没有不适感，客服服务态度也特别好，好评
31,发货挺快,刚收到，尺码大小合适，面科质感很好，商家发货挺快，不错???
24,尺码大小合适,刚收到，尺码大小合适，面科质感很好，商家发货挺快，不错???
33,包装严实,发货快，包装严实，商品质量还可以，穿在身上也没有不适感，客服服务态度也特别好，好评
23,发货速度超级慢,发货速度超级慢，拍了两天才发货，物流三天才到，总共五天才收到。颠覆了我对京东发货速度的认知。
31,发货也快,宝贝很好，一直回购的，很好，值得推荐购买，物流发货速度也快，买完使用了好多天再来评价的，物美价廉，想买的小伙伴可以下手啦。
7,发货速度慢,发货速度慢拒收退回处理慢
0,型号完全穿不了,发了两件型号不一样的 小的那一件完全穿不了 客服不给换 让我送人 厉害了?。
26,做工非常好,防晒服收到了。破不急待地试一下，大小尺寸相当合适，做工也非常好，没发现有线头之类的东西，必须好评。
15,面料一般,防晒服一般.面料也一般。商品的彩页做的养眼
26,做工挺好的,防晒服质量不错，做工也挺好的，而且尺码合适，爸爸比较胖，这个很合适，发货很快，全五分。
24,尺码合适,防晒服质量不错，做工也挺好的，而且尺码合适，爸爸比较胖，这个很合适，发货很快，全五分。
31,发货也快,宝贝很好，一直回购的，很好，值得推荐购买，物流发货速度也快，买完使用了好多天再来评价的，物美价廉，想买的小伙伴可以下手啦。
30,防晒效果不错,防晒效果不错，非常适合夏天喜欢户外活动的人，钓鱼什么的再合适不过了
30,防晒效果非常好,防晒效果非常好，也透气，不是很热。
6,冒牌垃圾,两件质量不一样，一看就是冒牌的水货衣服，垃圾
18,防晒效果还行,防晒效果还行，就觉得没有啥效果一样
30,防晒效果可以的,防晒效果可以的，天天外出的人很适合购买
30,包装很好,防晒衣服今天收到，包装很好，没有破坏，一次买了两件，打开看了，做工一般，这个价钱可以，好评。
26,做工也不错,防晒衣还可以，布料和做工也不错，大小合适价格便宜很好。
6,冒伪劣产品,这是假冒伪劣产品。在袖子中段，居然还有这么长一段没缝上的。想买的慎重了。
6,没用投诉,这个商家是**，吃人不吐骨头。真的无法吐槽。快递又慢，买了他们家的东西一个月都没到，找他家的人工服务还**都是机械式回复。都是那几句。说话也不算数～还是挂羊头卖狗肉。他家的地址电话啥都查不到，找京东投诉都没用。最后硬生生的托到我的货到了。这样的商家还存活在京东，这是收了多少红包啊。
18,防晒效果没有,防晒衣没有防晒效果  穿上倒是挺凉快
1,缩水不能穿了,洗了一遍就缩水小得不能穿了
18,防晒效果没有,防晒衣没有防晒效果穿上倒是挺凉快
3,衣服比较脏,衣服上面比较脏，配送还丢货了。
30,很满意的,防晒衣拿到了，很薄，很满意的哦，夏天外出防蚊防蚊虫叮咬。
6,那件穿过的,黑色的那件明显是穿过的，表面有很多灰.难得退了。
30,非常不错,非常不错的防晒衣  透气凉快要是有兜就更好了
0,不透气,非常不透气，想买那种透气棉质的，这种材质像那种一次性雨衣，闷死人，直接扔掉了，一件几块钱的货，太烂了
1,缩水不能穿了,质量太差，洗了一次缩水的不能穿了，垃圾货！
1,缩水差评,洗一次缩水了，差评
0,衣服非常差,非常差的衣服
10,退货一直没有取货,这个衣服首先我是退货了的，直到今天查帐单才知道快递员一直没有取货，却把这衣服的钱扣了，现在京东用的都是些，是不是店大欺客了？
30,品牌值得信赖,非常值得信赖的品牌，质量有保障，价格还亲民，相当的满意！！！
0,弹性肥大,肥大，一点弹性没有，建议别买
3,衣服都是灰,衣服上都是灰
11,服务不行,差评！！商家服务不行，我买的衣服没收到，问商家要快递员电话，因为我这边看不到快递员电话，3天了，商家到现在都没回我消息，鸟都不带鸟我的，这服务态度真垃圾，最后还是我自己找的京东客服要的快递员电话，强烈差评
11,服务还可以,十二天就收到了服务还可以
8,服务态度恶劣,服务态度恶劣 就拿个人工服务电脑在忽悠你，衣服质量也不好 衣服有破损 卖家不处理爱理不理的 太差了
1,缩水超级厉害,洗了两次缩水超级厉害，现在已经小的不能穿了，郁闷，
7,卖家爱理不理,服务态度恶劣 就拿个人工服务电脑在忽悠你，衣服质量也不好 衣服有破损 卖家不处理爱理不理的 太差了
9,身份证无法注销该账号,该平台利用手系统获取个人通讯录以及身份证手机短信等信息，且无法注销该账号
6,南极人根本就不是,质量差，不建议购买，根本就不是南极人，还不如地摊上十块钱一件的好，垃圾玩意
3,衣服全是土,衣服全是土  黑色的半袖最明显
35,物流速度很快,感觉不错?物流速度很快，不知道穿在身上感觉好不好，黑色的太脏了
8,电脑人找不到,感受到，袖子就跑针了。。。服了。。还找不到售后客服。一直电脑人。材质：一般般。感觉和我20多的背心差不多。
6,南极人黑名单,差劲的一皮，花89买了个20的质量！不出意外，南极人上了我的黑名单
10,补偿不要了,刚穿了一次，发现坏了，说是补偿我3元，不要了，也不用补偿了
1,缩水穿不了,质量太差白色和黑色买的时候就长短不一样，现在洗了一下缩水都穿不了，一次性用品
1,缩水凑乎,白色体桖机洗缩水，黑色凑乎
1,缩水太严重,一般般，黑色容易吸毛，缩水太严重。
1,缩水太严重,只能给一分了，其它都挺好，但是缩水太严重，第一次没洗穿正好，洗了之后直接凉凉，缩小了一码都不止，衣服已经丢了，还是两件；
1,缩水太严重了,买来后试穿一下刚好，穿了一次，洗完之后直接到肚脐，这是漏肚皮的衣服么，缩水也太严重了
6,南极人怀疑,这件衣服到底是不是南极人的防晒衣，我表示怀疑？第三张图片的英文意思好像跟南极人没有关系。
3,衣服上有脏的,什么意思啊？衣服上面有脏
3,衣服污渍,等了半个多月快递，收到的白色衣服有很多污渍，客服的态度就是可以退货，真的让人很无语。
31,客服有问必答,试了下 衣服很合身 价格合适 物流速度快  客服有问必答   很不错的一家店 下次还会推荐朋友过来买
23,店家说管不了,刚收到货发现短袖黑的小，白的大，而且白的衣服和黑的南极人标志不一样，问了客服说批次不一样，当时也就忍了。要求把黑色的换了，客服也同意。不一会京东客服电话了解情况，说明后给予还衣服。换过后京东不收件说衣服黑色白色大小不一样，标志也不一样，我发截图给他们，他们要我联系店家，联系后店家说管不了。我也是醉了，京东自己卖的衣服自己不知道什么样子了么，即是自营店连自己衣服都不知道是什么牌子么
20,店家醉了,刚收到货发现短袖黑的小，白的大，而且白的衣服和黑的南极人标志不一样，问了客服说批次不一样，当时也就忍了。要求把黑色的换了，客服也同意。不一会京东客服电话了解情况，说明后给予还衣服。换过后京东不收件说衣服黑色白色大小不一样，标志也不一样，我发截图给他们，他们要我联系店家，联系后店家说管不了。我也是醉了，京东自己卖的衣服自己不知道什么样子了么，即是自营店连自己衣服都不知道是什么牌子么
0,到货没有白的舒服,刚收到货同一个码黑白不一样大，衣服材质摸起来也不一样，黑的应该不是纯棉的，穿起来没有白的舒服，黑色洗的时候褪色，深色衣服应该都避免不了，穿了一个月白色的领口和下摆口变得又皱又大，超难看，衣长也变长了，感觉大了一个码，使用体验极差。
5,超难看,刚收到货同一个码黑白不一样大，衣服材质摸起来也不一样，黑的应该不是纯棉的，穿起来没有白的舒服，黑色洗的时候褪色，深色衣服应该都避免不了，穿了一个月白色的领口和下摆口变得又皱又大，超难看，衣长也变长了，感觉大了一个码，使用体验极差。
30,隔晒效果很好,隔晒效果很好，也很凉快。夏天夏天悄悄来临，晒得我还黑，怎么办？怎么办？黑的我怀疑。
17,款式还行吧,给对象买的，南极人一直信赖的老品牌，款式还行吧
30,老品牌一直信赖,给对象买的，南极人一直信赖的老品牌，款式很好看
19,客服四分钟信息,给客服发了四分钟信息，一句话没回，咨询量再大也不至于这样上身效果：我160，买的1xl 感觉很勒没有弹性
19,客服没回,给客服发了四分钟信息，一句话没回，咨询量再大也不至于这样上身效果：我160，买的1xl 感觉很勒没有弹性
26,做工非常精致,给我老公买的衣服，上身效果很好。做工也非常精致。颜色很正，是我喜欢的颜色
29,上身效果很好,给我老公买的衣服，上身效果很好。做工也非常精致。颜色很正，是我喜欢的颜色
6,南极人假的,这两天又买的南极人的鞋子，全是假的。衣服也不行。
1,缩水严重,严重缩水，没法穿
18,价格还算匹配,跟价格还算匹配，但是两件码子明显不一样！
21,隐私泄露没有,发货的箱子还挺严实，没有隐私泄露。
21,箱子还挺严实,发货的箱子还挺严实，没有隐私泄露。
21,包装有点破损,包装有点破损但是问题不大
21,信息安全还行,这里的信息安全性还行
21,信息保护还可以,商家的信息保护还可以
21,个人隐私应该没问题,我们的个人隐私应该没问题
22,爆线问题轻车熟路,衣服质量看图片   卖家也是处理这种爆线问题轻车熟路   你们自己品！ 果断要12块     比起一分不退  要好些！毕竟我又不是百万富翁！
3,衣服脏的,和我订单上的尺码差别太大，衣服还是脏的！！！垃圾
35,速度顺丰一样,跟顺丰一样的速度。衣服是正品，有保障，比外面实体店卖的便宜许多，我按照网店里面的选的尺寸，买回来到手试穿了，款式很好看，上身效果非常好，很薄，很适合夏天穿着。材料不错，特别喜欢。小伙伴们值得拥有，穿着清爽啦。
30,正品是正品,跟顺丰一样的速度。衣服是正品，有保障，比外面实体店卖的便宜许多，我按照网店里面的选的尺寸，买回来到手试穿了，款式很好看，上身效果非常好，很薄，很适合夏天穿着。材料不错，特别喜欢。小伙伴们值得拥有，穿着清爽啦。
6,南极人就这水平,南极人的车工就这水平吗？难道不需要品检吗？根本没有质量意识。
9,个人信息涉嫌透露,工商银行客服涉嫌透露个人信息罪，暴力催收骚扰，态度恶劣，客服互相包庇罪，打电话骚扰工商客服不管不问，打了说没打
23,速度给力,购买之前首页显示10日18点前送达，包括第二天界面也显示的10日18点前到达，6月7日12点下单，商家第二天6月8日10点发货，发的物流显示11日24点前送达，6月12日14点派送签收，7号12点到12日14点，5天时间，这速度太给力了
11,给我发买的两件,买的两件XL 给我发一个XXL 一个Xl 质量更是差强人意
7,客服没时间理,购物体验极差！几年来在京东购物体验最差的一次！5天快递送到货，以为是衣服到了呢？这个快递速度真让人无语！去拿才知道是双袜子，质量还非常差。随手就给他丢了！然后就想退货，找客服忙的也没时间理！结果退不了。第9天才收到货。真是忍受不了啦！商家难道是驴背马驼送的货吗？你们的快递给客户的体验真的是买一次永远不会再想买第二次！
7,不发货故意,故意不发货，随意发双袜子敷衍人
1,缩水严重,衣服 洗一下  缩水严重    小了2个号  没法穿了
4,吊牌都没,吊牌都没，不知道哪整来的杂牌货。
1,缩水一洗就,买回来好好的，一洗就缩水了，不是很愉快；你们实在要买就买大一码吧
9,个人信息严重怀疑,哈啰顺风车通过未知渠道获得我的个人信息，我未经任何操作居然被注册成为哈啰顺风车车主。严重怀疑平台操作违法违规，要求严查。
18,遮挡阳光建议不要买,还薄，建议不要买白色不会遮挡阳光。
30,南极人值得信赖,还不错 物美价廉 南极人值得信赖 还会继续回购 缺点是没有兜
18,产品介绍的符合,还好的符合产品介绍，
23,等了还可以,还可以，等了差不多半个月
18,口袋就是没有,还可以，就是没有口袋
13,变大还可以,还可以，就是洗了几次领口变大了
1,缩水长度,衣服长度缩水！衣服长度缩水！衣服长度缩水！重要的事情说三遍！
1,缩水自己傻,衣服长度缩水，自己傻，一下子买了3件，衣服长度缩水！???
15,面料还行,还没试，面料还行，就是到货衣服好脏啊！！
11,号型也错,我要的是黑、灰，来的是白、灰。号型也错。
8,客服糊弄,还没有收到货，就被确认收货了，快递走了六天，还是没有收到货，我又不是新疆内蒙，那么多天收不到货，客服一直在糊弄，真是无语。
6,南极人垃圾,垃圾南极人，洗过穿，痒死了，起球球一样
30,实惠,还行，跟上次一样，上次买的白色，领口膨胀，变得很大，这次买灰色，实惠
13,布料还行吧,还行吧，布料可以就是洗后有点变形
6,南极人没落,京东第一个差评。衣服穿一次还没有洗，Logo就掉了。手洗一次后，衣领严重变形、松垮。南极人如此没落，不久矣
1,洗第一次后白的变长，黑的变短,洗第一次后，白的变长，黑的变短。
3,衣服脏的,衣服质量很差、并且脏的联系也不睬
30,描述一样,和描述的一样，非常满意，推荐购买。
5,图片不符,和图片不符
1,洗过两次,洗过两次，就这样了，本来以为南极人这个也算是大牌子了真是失去信任了
0,尺码差别太大,和我订单上的尺码差别太大，衣服还是脏的！！！垃圾
30,携带很方便,和想象的基本一致，很轻便，穿着，携带都很方便，不错。
0,粘在身上,和宣传的不一样，出汗粘在身上尺码合适
18,区别有些大,和照片不一样。区别有些大。
0,大小不一样,黑白居然大小不一样，牌子也不一样只能说
18,品牌不是,黑的品牌南极人，灰的品牌不是南极人的。
1,洗过之后比较褶皱,说实话质量一般吧，摸起来不怎么舒服，感觉会比较热，不怎么透风。洗过之后，会比较褶皱。以前买过南极人的别的皮肤衣，但是倒闭了，就换了这一家。
1,洗过之后不行,衣服松散，无型！洗过之后便皱的不行了！厉害
3,衣服脏污,衣服有脏污
26,线头没有,黑色的没有线头！
6,南极人印象不好,尺码偏大，换货过程非常顺利便捷，产品做工比较差，线条遍布，穿一天袖口就脱线了，没有之前穿的班尼路打底衫质量好，上次买了一盒南极人的袜子，没有一双不是穿着穿着脚底脚指头破洞，大概以后不会再买南极人的衣品了，印象不好。
4,商标,为什么看的商品后有南极人的英文商标，寄过来的却没有，
3,异味很大,特别薄，异味很大，拿洗衣液泡了一天还是有味道，味道很
1,洗了变长,差评，还没穿，洗了一下就变长了很多。现在洗了一次都这样了，以后不变成裙子?，差评差评差评，便宜没好货，大家不要买，
3,异味旧衣服,一直在京东购物，感觉自营商品质量有所下降。衣服上有很多黑点、还有异味像旧衣服，领口大的像背心整个一老汉衫。
1,洗了差评,差评，昨天刚收到试了一下大小没问题，就洗了，今天准备穿呢发现缩水了，黑色缩水最明显，看图吧，同一个号的衣服，一次没穿过，第一次洗完就这样了，还尽折子，非常不满意的一次购物.........
1,洗了两次变形,质量很差，圆领洗了两次就变形了
1,洗了两次成这样了,这衣服买来穿了几次，洗了两次，然后就成这样了，试问一下    这和卖家图片是一样的吗？   这明显是质量问题啊？   难道是让两百斤的人穿？
17,颜色厉害,黑色掉颜色厉害  洗了几次也不行
1,洗了一次变形,与其说T恤不如说秋衣吧，见的人都说是秋衣，洗了一次变形了。
1,洗了一次不咋滴了,洗了一次就不咋滴了
1,洗了一次就变形了,面料质感：洗了一次领子就变形了，质量真的差
1,洗了一次辣鸡,洗了一次扔了！辣鸡，不要买。缩水严重，做工不合理，袖子短。
3,刚买有油点,你们卖衣服卖的都是二手的么？刚买的居然还有油点
1,洗了之后小了一号,面料类型：衣服缩水严重，没洗之前刚刚好。洗了之后直接小了一号
18,口袋一般吧,很薄  没有口袋   一般吧
15,褪色很薄,很薄，而且还褪色
30,防晒效果真不错,很薄，轻如鸿毛，防晒效果真不错
6,能防晒啥玩意,像蚊帐一样能防晒吗？？？还南极人，这啥玩意。建议各位不要买
1,洗两次完全没法穿了,领口的位置最差劲，洗两次完全没法穿了，领口大了好几圈，差评
23,到货时间相当长,很不开心的一次购物，京东那么久，头一回那么不愉快，到货时间相当长，长过所知的任何快递?
0,很不舒服,很不舒服，贴肉，热得要死
0,两边很差,很差，穿一次两边就爆很大缝！
0,穿着很差,很差，穿在身上衣服肩上金往后拉，穿着太不舒服，应不是南极人正品吧！包装也就一般不建议购买！
4,商标,说是南极人的，到货里面扔着俩商标，真假自己想，和拼多多十五买的一样的玩意
6,牌子不是一个,质量还可以，就是两件东西不是一个牌子，同样号码大小也不一样，还说本来就这样，跟图片上的不符
11,后台快递,后台反复沟通改颜色 结果还是发错了 疫情期间快递上门本来就麻烦 商家态度也不诚恳
8,态度,很好，这么长时间第一次碰到交智商税的购物。且不说是不是有心发错货，就这解决问题的态度，简直满分。真是特喵的太好了，建议大家多下单哈。
26,做工精细,很好看，穿着很舒服，面料不起，球很满意，上身效果非常好，做工精细，款式时尚百搭。
6,牌子差评,首先，我买的是L码，结果不是一样大。黑是南极人，白的不是，卖的不是一个牌子。以为挂了两个合格证就是南极人？差评，要不是点到星了，我一个心也不送。简直就是**！
3,油污失败,刚打开包装，就看到衣服拉链上油污，瞬间觉得这次购物失败
6,牌子偷工减料,做工太差了就像塑料一样，蓝极人一个牌子货既然连衣服上一个荷包都不做，明显偷工减料。差评。。。。。。。。?????
6,拼多多,说是南极人的，到货里面扔着俩商标，真假自己想，和拼多多十五买的一样的玩意
5,颜色有点色差,很客气的说质量真心一般，自己体会，有点小贵。颜色有点色差
1,洗完破了,洗完发现破了，这质量666
25,洗几次没宽多,很耐穿，洗几次没宽多少
30,不怕弄脏衣服,很轻薄，感觉可以穿一整个夏天了好洗干活的时候不怕弄脏衣服这个可以当围裙使?
30,防阳光晒可以,很轻薄，很凉爽，可以防阳光晒
3,油渍简陋,商品内侧没有包装 简陋不说，不知道在哪里沾上了油渍
19,发货10号才,很少不给五星好评，这次购物体验真的不咋地。6.7号下单6.10号才发货。无语。。。
6,品牌不好,洗了三次开始掉线，这种东西虽然不贵，但是坏品牌名声，不好?
30,搭配绝配,很喜欢这件衣服，建议搭配黑色的短裤跟一双小白鞋，这样看成绝配。
6,品牌对不起,质量非常差，对不起这个价和这个品牌，东西发过来就是坏的，已丢
11,货去哪了,我的货去哪了？
8,后台商家,后台反复沟通改颜色 结果还是发错了 疫情期间快递上门本来就麻烦 商家态度也不诚恳
9,个人信息要求公开解释,后台修改个人信息冻结账户，还要让我偿还，要求公开解释
9,忽悠,忽悠我们注册各种各样的东西，然后就是不兑现
9,信息解释,花小猪平台本人从未使用过，也没注册过，8月15号22.30左右突然接到用车服务信息，以为是骗子没有理会，8月16号12.06突然收到短信通知有未付打车款项，然后我去用微信登录花小猪平台，发现订单属实存在，本人一直在江苏省徐州市，订单竟然在北京，要求平台给我一个合理的解释，和道歉
9,个人信息怀疑,怀疑个人信息泄露 突然收到信息。。。。。
8,退货售后不处理问题,换货，客服处理问题不及时，不专业。没办法只能退货，退货售后不处理问题。说好的三天到，第六天才收到货。说是人工客服，其实就是电脑在和你对话，台词过来过去都是一样，换了三个客服都一样，购物最差体验。差评！
7,服务不专业,换货，客服处理问题不及时，不专业
1,洗完褶皱,质量很差，洗完褶皱还变色。跟客服反应还推脱。另外通过评价返现获取好评！
18,灰衣服像新的,灰衣服像新的，不知道什么鬼
13,缩水没有,回来就洗了一下，缩水没有
1,洗一变形变大,材质：差，洗一两次就变形变大了。
0,腋下很勒,会做衣服吗，腋下很勒，偷工减料也不差这一点吧，无语?
3,有污不能再差,不光有色差 ，打开包装之后还有污渍，这种体验简直不能再差了
17,整体穿上效果好,基础纯色搭配，柔软，吸湿性好，穿着舒适，不易起球，易洗快干，这就是纯棉。透气不闷热，透气效果好，车线下摆，针脚细密工整，圆领设计，舒适有型，衬托劲部线条，4D剪裁设计，肩部街接自然。整体穿上效果好，质量也上程，但白色穿上正好，黑色少紧些，胸部紧些，一样的号码，不一样的尺寸，希望该公司有所改进。
17,基础纯色,基础纯色搭配，柔软，吸湿性好，穿着舒适，不易起球，易洗快干，这就是纯棉。透气不闷热，透气效果好，车线下摆，针脚细密工整，圆领设计，舒适有型，衬托劲部线条，5D剪裁设计，肩部街接自然。整体穿上效果好，质量也上程，但白色穿上正好，黑色少紧些，胸部紧些，一样的号码，不一样的尺寸，希望该公司有所改进。
0,尺码也不准,极差的购物体验，商家发货用了三天，快递四天才到，一个礼拜才收到货。推荐尺码也不准，大码推荐110到130斤，实际100斤穿了都觉得小
7,发货用了三天,极差的购物体验，商家发货用了三天，快递四天才到，一个礼拜才收到货。推荐尺码也不准，大码推荐110到130斤，实际100斤穿了都觉得小
11,客服根本没变化,我下单时跟客服联系说改成3xl的，可收到的货号码根本没变化
8,客服文案试回答,极度的差评，物品晚到和自营上面到的时间不一样，早知道它晚到，我还买它干啥，物品朋友代收的，不知道质量如何，物流预计到货时间存在虚假信息，引导我消费，问客服，客服全是文案试回答，没有任何作为，还是plus客服呢，打电话投诉，说记录往上报，现在也没有回访给解决办法，极度的差评，差评，还不如去别的平台买呢，还便宜，快递速度还一样，干嘛还整什么京东自营呀，还贵，不建议购买
