labels,key_words,review
STYLE_OPTIONS,1 appetizer selection,"Two complaints- their appetizer selection stinks, it would be nice to get some mozzarella sticks on the menu."
FOOD,1 NEG,"Also, because it is so thin, it gets cold very quickly and its not that filling."
QUALITY,1 NEG,"Also, because it is so thin, it gets cold very quickly and its not that filling."
FOOD,1 NEG,"Also, because it is so thin, it gets cold very quickly and its not that filling."
STYLE_OPTIONS,1 NEG,"Also, because it is so thin, it gets cold very quickly and its not that filling."
SERVICE,1 Wait staff,Wait staff is blantently unappreciative of your business but its the best pie on the UWS!
GENERAL,1 Wait staff,Wait staff is blantently unappreciative of your business but its the best pie on the UWS!
FOOD,3 pie,Wait staff is blantently unappreciative of your business but its the best pie on the UWS!
QUALITY,3 pie,Wait staff is blantently unappreciative of your business but its the best pie on the UWS!
FOOD,3 salad,By far the best salad I have had in a fast food restaurant.
QUALITY,3 salad,By far the best salad I have had in a fast food restaurant.
FOOD,3 dining,fine dining restaurant quality.
QUALITY,3 dining,fine dining restaurant quality.
FOOD,3 NEG,Over 100 different choices to create your own.
STYLE_OPTIONS,3 NEG,Over 100 different choices to create your own.
RESTAURANT,3 NEG,A must try!
GENERAL,3 NEG,A must try!
RESTAURANT,3 restaurant,"On a recent Sunday afternoon, a friend and I accidently found this great restaurant on our way to see the pulitzer prize winning play DOUBT."
GENERAL,3 restaurant,"On a recent Sunday afternoon, a friend and I accidently found this great restaurant on our way to see the pulitzer prize winning play DOUBT."
FOOD,3 NEG,"This was the perfect quiet, relaxing, and delicious accompaniment to our afternoon of theater."
QUALITY,3 NEG,"This was the perfect quiet, relaxing, and delicious accompaniment to our afternoon of theater."
AMBIENCE,3 NEG,"This was the perfect quiet, relaxing, and delicious accompaniment to our afternoon of theater."
GENERAL,3 NEG,"This was the perfect quiet, relaxing, and delicious accompaniment to our afternoon of theater."
FOOD,3 chicken pot pie,"The chicken pot pie is excpetiona, the cheeseburger huge and delictable, and the service professional wan warm."
QUALITY,3 chicken pot pie,"The chicken pot pie is excpetiona, the cheeseburger huge and delictable, and the service professional wan warm."
FOOD,3 cheeseburger,"The chicken pot pie is excpetiona, the cheeseburger huge and delictable, and the service professional wan warm."
STYLE_OPTIONS,3 cheeseburger,"The chicken pot pie is excpetiona, the cheeseburger huge and delictable, and the service professional wan warm."
FOOD,3 cheeseburger,"The chicken pot pie is excpetiona, the cheeseburger huge and delictable, and the service professional wan warm."
QUALITY,3 cheeseburger,"The chicken pot pie is excpetiona, the cheeseburger huge and delictable, and the service professional wan warm."
SERVICE,3 service,"The chicken pot pie is excpetiona, the cheeseburger huge and delictable, and the service professional wan warm."
GENERAL,3 service,"The chicken pot pie is excpetiona, the cheeseburger huge and delictable, and the service professional wan warm."
RESTAURANT,3 NEG,"With so many poor experiences to be had in the theater district, is truly an excellent find!"
GENERAL,3 NEG,"With so many poor experiences to be had in the theater district, is truly an excellent find!"
RESTAURANT,3 NEG,We will return many times for this oasis in mid-town.
GENERAL,3 NEG,We will return many times for this oasis in mid-town.
SERVICE,3 staff,The staff is no nonsense.
GENERAL,3 staff,The staff is no nonsense.
FOOD,3 food,The food options rule.
STYLE_OPTIONS,3 food,The food options rule.
FOOD,3 bagels,When I lived upstate for a while I would buy freeze the bagels and they would still be better than any else.
QUALITY,3 bagels,When I lived upstate for a while I would buy freeze the bagels and they would still be better than any else.
RESTAURANT,3 1st Ave spot,Worth visiting the 1st Ave spot because it is the original store.
MISCELLANEOUS,3 1st Ave spot,Worth visiting the 1st Ave spot because it is the original store.
FOOD,3 Uni Hand roll,"He served me an Uni Hand roll, which I never had before, and let me tell you...IT WAS HEAVEN!"
QUALITY,3 Uni Hand roll,"He served me an Uni Hand roll, which I never had before, and let me tell you...IT WAS HEAVEN!"
DRINKS,3 sake menu,The sake menu should not be overlooked!
STYLE_OPTIONS,3 sake menu,The sake menu should not be overlooked!
RESTAURANT,3 NEG,"All in all, this midtown gem instantly became one of my favorite sushi restaurants in the city."
GENERAL,3 NEG,"All in all, this midtown gem instantly became one of my favorite sushi restaurants in the city."
FOOD,3 lobster teriyaki,Try the lobster teriyaki and the rose special roll.
QUALITY,3 lobster teriyaki,Try the lobster teriyaki and the rose special roll.
FOOD,3 rose special roll,Try the lobster teriyaki and the rose special roll.
QUALITY,3 rose special roll,Try the lobster teriyaki and the rose special roll.
SERVICE,3 Service,"Service was very good - prompt, attentive and non-intrusive."
GENERAL,3 Service,"Service was very good - prompt, attentive and non-intrusive."
FOOD,3 Food,"Food was very good as well, considering that we tried the budget selection (though I wish the pork belly that I ordered was roasted a bit longer, so that fat was more of a melt-in-your-mouth experience)."
QUALITY,3 Food,"Food was very good as well, considering that we tried the budget selection (though I wish the pork belly that I ordered was roasted a bit longer, so that fat was more of a melt-in-your-mouth experience)."
FOOD,1 pork belly,"Food was very good as well, considering that we tried the budget selection (though I wish the pork belly that I ordered was roasted a bit longer, so that fat was more of a melt-in-your-mouth experience)."
QUALITY,1 pork belly,"Food was very good as well, considering that we tried the budget selection (though I wish the pork belly that I ordered was roasted a bit longer, so that fat was more of a melt-in-your-mouth experience)."
DRINKS,3 Wine list selection,Wine list selection is good and wine-by-the-glass was generously filled to the top.
STYLE_OPTIONS,3 Wine list selection,Wine list selection is good and wine-by-the-glass was generously filled to the top.
DRINKS,3 wine-by-the-glass,Wine list selection is good and wine-by-the-glass was generously filled to the top.
STYLE_OPTIONS,3 wine-by-the-glass,Wine list selection is good and wine-by-the-glass was generously filled to the top.
AMBIENCE,3 Traditional French decour,Traditional French decour was pleasant though the hall was rather noisy - the restaurant was full and we had to raise our voices to be able to maintain a conversation.
GENERAL,3 Traditional French decour,Traditional French decour was pleasant though the hall was rather noisy - the restaurant was full and we had to raise our voices to be able to maintain a conversation.
AMBIENCE,1 hall,Traditional French decour was pleasant though the hall was rather noisy - the restaurant was full and we had to raise our voices to be able to maintain a conversation.
GENERAL,1 hall,Traditional French decour was pleasant though the hall was rather noisy - the restaurant was full and we had to raise our voices to be able to maintain a conversation.
RESTAURANT,3 Cafe Spice,"I've been to at Cafe Spice probably 5-8 times, it is probably still the best Indian restaurant around Union Square."
GENERAL,3 Cafe Spice,"I've been to at Cafe Spice probably 5-8 times, it is probably still the best Indian restaurant around Union Square."
SERVICE,2 Service,"To sum it up: Service varies from good to mediorce, depending on which waiter you get; generally it is just average Ok. "
GENERAL,2 Service,"To sum it up: Service varies from good to mediorce, depending on which waiter you get; generally it is just average Ok. "
SERVICE,3 Seating,"Seating is always prompt, though the restaurant does fill up in the evening."
GENERAL,3 Seating,"Seating is always prompt, though the restaurant does fill up in the evening."
FOOD,3 Food,"Food is usually very good, though ocasionally I wondered about freshmess of raw vegatables in side orders."
QUALITY,3 Food,"Food is usually very good, though ocasionally I wondered about freshmess of raw vegatables in side orders."
FOOD,1 raw vegatables in side orders,"Food is usually very good, though ocasionally I wondered about freshmess of raw vegatables in side orders."
QUALITY,1 raw vegatables in side orders,"Food is usually very good, though ocasionally I wondered about freshmess of raw vegatables in side orders."
SERVICE,2 NEG,"As many other reviewers noticed, your order is often slow to arrive - this is particularly true in the evening but is not a problem during lunch time."
GENERAL,2 NEG,"As many other reviewers noticed, your order is often slow to arrive - this is particularly true in the evening but is not a problem during lunch time."
AMBIENCE,3 decor,"The decor is vibrant and eye-pleasing with several semi-private boths on the right side of the dining hall, which are great for a date."
GENERAL,3 decor,"The decor is vibrant and eye-pleasing with several semi-private boths on the right side of the dining hall, which are great for a date."
AMBIENCE,3 semi-private boths,"The decor is vibrant and eye-pleasing with several semi-private boths on the right side of the dining hall, which are great for a date."
GENERAL,3 semi-private boths,"The decor is vibrant and eye-pleasing with several semi-private boths on the right side of the dining hall, which are great for a date."
RESTAURANT,3 Red Eye,I have NEVER been disappointed in the Red Eye.
GENERAL,3 Red Eye,I have NEVER been disappointed in the Red Eye.
AMBIENCE,3 live jazz band,"The first time I went, and was completely taken by the live jazz band and atmosphere, I ordered the Lobster Cobb Salad."
GENERAL,3 live jazz band,"The first time I went, and was completely taken by the live jazz band and atmosphere, I ordered the Lobster Cobb Salad."
AMBIENCE,3 atmosphere,"The first time I went, and was completely taken by the live jazz band and atmosphere, I ordered the Lobster Cobb Salad."
GENERAL,3 atmosphere,"The first time I went, and was completely taken by the live jazz band and atmosphere, I ordered the Lobster Cobb Salad."
FOOD,3 meal,It's simply the best meal in NYC.
QUALITY,3 meal,It's simply the best meal in NYC.
RESTAURANT,3 Red Eye Grill,You cannot go wrong at the Red Eye Grill.
GENERAL,3 Red Eye Grill,You cannot go wrong at the Red Eye Grill.
RESTAURANT,3 restaurant,"If we were to move from the upper east side, we would genuinely miss this restaurant."
GENERAL,3 restaurant,"If we were to move from the upper east side, we would genuinely miss this restaurant."
RESTAURANT,2 restaurant,The restaurant is cute but not upscale.
GENERAL,2 restaurant,The restaurant is cute but not upscale.
FOOD,3 food,The food is a diamond in rough -- the food is delicious and homemade with the perfect balance of herbs and tomatoes.
QUALITY,3 food,The food is a diamond in rough -- the food is delicious and homemade with the perfect balance of herbs and tomatoes.
FOOD,3 balance of herbs and tomatoes,The food is a diamond in rough -- the food is delicious and homemade with the perfect balance of herbs and tomatoes.
QUALITY,3 balance of herbs and tomatoes,The food is a diamond in rough -- the food is delicious and homemade with the perfect balance of herbs and tomatoes.
RESTAURANT,3 NEG,I would highly recommend it.
GENERAL,3 NEG,I would highly recommend it.
RESTAURANT,3 NEG,It's one of our favorite places to eat in NY.
GENERAL,3 NEG,It's one of our favorite places to eat in NY.
RESTAURANT,3 Jekyll and hyde Pub,We had a great time at the Jekyll and hyde Pub last night.
GENERAL,3 Jekyll and hyde Pub,We had a great time at the Jekyll and hyde Pub last night.
RESTAURANT,3 bar,After really enjoying ourselves at the bar we sat down at a table and had dinner.
MISCELLANEOUS,3 bar,After really enjoying ourselves at the bar we sat down at a table and had dinner.
SERVICE,3 server,The server was really cool and served us our food and drinks with a smile.
GENERAL,3 server,The server was really cool and served us our food and drinks with a smile.
AMBIENCE,3 decor,The place's decor and hidden bathrooms made for a good laugh.
GENERAL,3 decor,The place's decor and hidden bathrooms made for a good laugh.
AMBIENCE,3 hidden bathrooms,The place's decor and hidden bathrooms made for a good laugh.
GENERAL,3 hidden bathrooms,The place's decor and hidden bathrooms made for a good laugh.
RESTAURANT,3 restaurant,I highly recommend visiting this restaurant and having dinner and drinks!
GENERAL,3 restaurant,I highly recommend visiting this restaurant and having dinner and drinks!
RESTAURANT,3 place,"If you are the type of person who likes being scared and entertained, this is a great place to go and eat."
MISCELLANEOUS,3 place,"If you are the type of person who likes being scared and entertained, this is a great place to go and eat."
RESTAURANT,3 Jekyll and Hyde Pub,"My husband and I thougt it would be great to go to the Jekyll and Hyde Pub for our anniversary, and to our surprise it was fantastic."
GENERAL,3 Jekyll and Hyde Pub,"My husband and I thougt it would be great to go to the Jekyll and Hyde Pub for our anniversary, and to our surprise it was fantastic."
DRINKS,3 beers,"The have over 100 different beers to offer thier guest so that made my husband very happy and the food was delicious, if I must recommend a dish it must be the pumkin tortelini."
STYLE_OPTIONS,3 beers,"The have over 100 different beers to offer thier guest so that made my husband very happy and the food was delicious, if I must recommend a dish it must be the pumkin tortelini."
FOOD,3 food,"The have over 100 different beers to offer thier guest so that made my husband very happy and the food was delicious, if I must recommend a dish it must be the pumkin tortelini."
QUALITY,3 food,"The have over 100 different beers to offer thier guest so that made my husband very happy and the food was delicious, if I must recommend a dish it must be the pumkin tortelini."
FOOD,3 pumkin tortelini,"The have over 100 different beers to offer thier guest so that made my husband very happy and the food was delicious, if I must recommend a dish it must be the pumkin tortelini."
QUALITY,3 pumkin tortelini,"The have over 100 different beers to offer thier guest so that made my husband very happy and the food was delicious, if I must recommend a dish it must be the pumkin tortelini."
AMBIENCE,3 entertainment,The entertainment was great they have shows that go on through out the dinner.
GENERAL,3 entertainment,The entertainment was great they have shows that go on through out the dinner.
RESTAURANT,3 place,"Please take my advice, go and try this place."
GENERAL,3 place,"Please take my advice, go and try this place."
RESTAURANT,3 NEG,You will not be disapointed at all.
GENERAL,3 NEG,You will not be disapointed at all.
RESTAURANT,3 NEG,We were not dissappointed in the least bit by this little gem.
GENERAL,3 NEG,We were not dissappointed in the least bit by this little gem.
FOOD,3 bagel,The bagel was huge.
STYLE_OPTIONS,3 bagel,The bagel was huge.
FOOD,3 NEG,They were served warm and had a soft fluffy interior.
QUALITY,3 NEG,They were served warm and had a soft fluffy interior.
FOOD,1 bagel,The workers there also absolutely load the bagel with cream cheese (gets a little messy).
STYLE_OPTIONS,1 bagel,The workers there also absolutely load the bagel with cream cheese (gets a little messy).
RESTAURANT,3 NEG,I loved it and would HIGHLY RECOMMEND.
GENERAL,3 NEG,I loved it and would HIGHLY RECOMMEND.
FOOD,3 food,This was my frist time at Cafe St. Bart's and I must say how delicous the food and the service was.
QUALITY,3 food,This was my frist time at Cafe St. Bart's and I must say how delicous the food and the service was.
SERVICE,3 service,This was my frist time at Cafe St. Bart's and I must say how delicous the food and the service was.
GENERAL,3 service,This was my frist time at Cafe St. Bart's and I must say how delicous the food and the service was.
FOOD,3 lobster roll,I have to highly recommend the lobster roll - not to much mayo; you can tell it was a fresh lobster.
QUALITY,3 lobster roll,I have to highly recommend the lobster roll - not to much mayo; you can tell it was a fresh lobster.
FOOD,3 lobster,I have to highly recommend the lobster roll - not to much mayo; you can tell it was a fresh lobster.
QUALITY,3 lobster,I have to highly recommend the lobster roll - not to much mayo; you can tell it was a fresh lobster.
FOOD,3 pizza,"Other guests enjoyed pizza, santa fe chopped salad and fish and chips."
QUALITY,3 pizza,"Other guests enjoyed pizza, santa fe chopped salad and fish and chips."
FOOD,3 santa fe chopped salad,"Other guests enjoyed pizza, santa fe chopped salad and fish and chips."
QUALITY,3 santa fe chopped salad,"Other guests enjoyed pizza, santa fe chopped salad and fish and chips."
FOOD,3 fish and chips,"Other guests enjoyed pizza, santa fe chopped salad and fish and chips."
QUALITY,3 fish and chips,"Other guests enjoyed pizza, santa fe chopped salad and fish and chips."
FOOD,3 food,"I highly recommend Cafe St. Bart's for their food, the ambience and wonderful service."
QUALITY,3 food,"I highly recommend Cafe St. Bart's for their food, the ambience and wonderful service."
AMBIENCE,3 ambience,"I highly recommend Cafe St. Bart's for their food, the ambience and wonderful service."
GENERAL,3 ambience,"I highly recommend Cafe St. Bart's for their food, the ambience and wonderful service."
SERVICE,3 service,"I highly recommend Cafe St. Bart's for their food, the ambience and wonderful service."
GENERAL,3 service,"I highly recommend Cafe St. Bart's for their food, the ambience and wonderful service."
SERVICE,3 staff,All the staff is absolutely professional!! 
GENERAL,3 staff,All the staff is absolutely professional!! 
SERVICE,3 NEG,"(that is A MUST, but not every restaurant can do...) "
GENERAL,3 NEG,"(that is A MUST, but not every restaurant can do...) "
AMBIENCE,3 NEG,"There's nice and quiet, small but enough for 6 (or more)."
GENERAL,3 NEG,"There's nice and quiet, small but enough for 6 (or more)."
RESTAURANT,1 restaurant,This restaurant was way overhyped.
GENERAL,1 restaurant,This restaurant was way overhyped.
FOOD,1 chow fun and chow see,My chow fun and chow see was really bland and oily.
QUALITY,1 chow fun and chow see,My chow fun and chow see was really bland and oily.
FOOD,1 NEG,Okay-i don't mind the oily part (cause most are cooked that way) but it was way too bland.
QUALITY,1 NEG,Okay-i don't mind the oily part (cause most are cooked that way) but it was way too bland.
FOOD,2 scallion pancakes,The scallion pancakes and fried dumplings were nothing out of the ordinary.
QUALITY,2 scallion pancakes,The scallion pancakes and fried dumplings were nothing out of the ordinary.
FOOD,2 fried dumplings,The scallion pancakes and fried dumplings were nothing out of the ordinary.
QUALITY,2 fried dumplings,The scallion pancakes and fried dumplings were nothing out of the ordinary.
SERVICE,3 service,The service was the only thing good about this restaurant.
GENERAL,3 service,The service was the only thing good about this restaurant.
RESTAURANT,1 restaurant,The service was the only thing good about this restaurant.
GENERAL,1 restaurant,The service was the only thing good about this restaurant.
AMBIENCE,1 NEG,"It's boring on the inside, and our sushi was pretty below average... the tuna was soggy and the other rolls had no flavor."
GENERAL,1 NEG,"It's boring on the inside, and our sushi was pretty below average... the tuna was soggy and the other rolls had no flavor."
FOOD,1 sushi,"It's boring on the inside, and our sushi was pretty below average... the tuna was soggy and the other rolls had no flavor."
QUALITY,1 sushi,"It's boring on the inside, and our sushi was pretty below average... the tuna was soggy and the other rolls had no flavor."
FOOD,1 tuna,"It's boring on the inside, and our sushi was pretty below average... the tuna was soggy and the other rolls had no flavor."
QUALITY,1 tuna,"It's boring on the inside, and our sushi was pretty below average... the tuna was soggy and the other rolls had no flavor."
FOOD,1 rolls,"It's boring on the inside, and our sushi was pretty below average... the tuna was soggy and the other rolls had no flavor."
QUALITY,1 rolls,"It's boring on the inside, and our sushi was pretty below average... the tuna was soggy and the other rolls had no flavor."
RESTAURANT,1 NEG,I definitely wouldn't go back.
GENERAL,1 NEG,I definitely wouldn't go back.
FOOD,3 pad penang,Their pad penang is delicious and everything else is fantastic.
QUALITY,3 pad penang,Their pad penang is delicious and everything else is fantastic.
FOOD,3 NEG,Their pad penang is delicious and everything else is fantastic.
QUALITY,3 NEG,Their pad penang is delicious and everything else is fantastic.
RESTAURANT,3 NEG,The price is reasonable although the service is poor.
PRICES,3 NEG,The price is reasonable although the service is poor.
SERVICE,1 service,The price is reasonable although the service is poor.
GENERAL,1 service,The price is reasonable although the service is poor.
RESTAURANT,3 fresh restaurant,fresh restaurant was amazing........ food was delicious and of course fresh.
GENERAL,3 fresh restaurant,fresh restaurant was amazing........ food was delicious and of course fresh.
FOOD,3 food,fresh restaurant was amazing........ food was delicious and of course fresh.
QUALITY,3 food,fresh restaurant was amazing........ food was delicious and of course fresh.
AMBIENCE,3 NEG,"great for a romantic evening, or a fun evening with friends..."
GENERAL,3 NEG,"great for a romantic evening, or a fun evening with friends..."
RESTAURANT,3 NEG,"great for a romantic evening, or a fun evening with friends..."
MISCELLANEOUS,3 NEG,"great for a romantic evening, or a fun evening with friends..."
RESTAURANT,3 NEG,I will be going back very soon.
GENERAL,3 NEG,I will be going back very soon.
RESTAURANT,3 NEG,keep up the good work.
GENERAL,3 NEG,keep up the good work.
FOOD,3 chef,Hats off to the chef.
QUALITY,3 chef,Hats off to the chef.
RESTAURANT,3 NEG,It was wonderful.
GENERAL,3 NEG,It was wonderful.
FOOD,3 salads,"the salads are delicious, both refreshing and very spicy."
QUALITY,3 salads,"the salads are delicious, both refreshing and very spicy."
FOOD,3 Pam's special fried fish,We had Pam's special fried fish and it was amazing.
QUALITY,3 Pam's special fried fish,We had Pam's special fried fish and it was amazing.
FOOD,1 NEG,too large for just two people but nothing was left.
STYLE_OPTIONS,1 NEG,too large for just two people but nothing was left.
FOOD,3 NEG,too large for just two people but nothing was left.
QUALITY,3 NEG,too large for just two people but nothing was left.
AMBIENCE,3 vibe,"Great vibe, lots of people."
GENERAL,3 vibe,"Great vibe, lots of people."
FOOD,3 NEG,"My husbands was perfect, my was well done and dry."
QUALITY,3 NEG,"My husbands was perfect, my was well done and dry."
FOOD,1 NEG,"My husbands was perfect, my was well done and dry."
QUALITY,1 NEG,"My husbands was perfect, my was well done and dry."
AMBIENCE,3 atmosphere,"I didn't complain, I liked the atmosphere so much."
GENERAL,3 atmosphere,"I didn't complain, I liked the atmosphere so much."
RESTAURANT,3 NEG,On a hot day it was fabulous to stop in and enjoy lunch.
GENERAL,3 NEG,On a hot day it was fabulous to stop in and enjoy lunch.
AMBIENCE,3 Ambience,"Ambience is so cute and quaint, good for business although we were there on vacation."
GENERAL,3 Ambience,"Ambience is so cute and quaint, good for business although we were there on vacation."
RESTAURANT,3 NEG,"Ambience is so cute and quaint, good for business although we were there on vacation."
MISCELLANEOUS,3 NEG,"Ambience is so cute and quaint, good for business although we were there on vacation."
FOOD,3 Salads,Salads were fantastic.
QUALITY,3 Salads,Salads were fantastic.
FOOD,3 salads,Although we were looking for regular lettuce and some walnuts the salads we got were great.
QUALITY,3 salads,Although we were looking for regular lettuce and some walnuts the salads we got were great.
FOOD,3 Ingredients,Ingredients are organic which is a real plus for me.
QUALITY,3 Ingredients,Ingredients are organic which is a real plus for me.
RESTAURANT,3 NEG,We will be back.
GENERAL,3 NEG,We will be back.
FOOD,3 sushi,"This is some really good, inexpensive sushi."
QUALITY,3 sushi,"This is some really good, inexpensive sushi."
FOOD,3 sushi,"This is some really good, inexpensive sushi."
PRICES,3 sushi,"This is some really good, inexpensive sushi."
FOOD,3 spicy Tuna roll,The spicy Tuna roll is huge and probably the best that I've had at this price range.
STYLE_OPTIONS,3 spicy Tuna roll,The spicy Tuna roll is huge and probably the best that I've had at this price range.
FOOD,3 spicy Tuna roll,The spicy Tuna roll is huge and probably the best that I've had at this price range.
QUALITY,3 spicy Tuna roll,The spicy Tuna roll is huge and probably the best that I've had at this price range.
FOOD,3 spicy Tuna roll,The spicy Tuna roll is huge and probably the best that I've had at this price range.
PRICES,3 spicy Tuna roll,The spicy Tuna roll is huge and probably the best that I've had at this price range.
FOOD,3 Yellowtail,The Yellowtail was particularly good as well.
QUALITY,3 Yellowtail,The Yellowtail was particularly good as well.
FOOD,1 all you can eat deal,"I have reservations about the all you can eat deal, however -- the choices are fairly limited and you can probably order more food than you can eat for less than $18 by just going off the menu."
STYLE_OPTIONS,1 all you can eat deal,"I have reservations about the all you can eat deal, however -- the choices are fairly limited and you can probably order more food than you can eat for less than $18 by just going off the menu."
FOOD,1 all you can eat deal,"I have reservations about the all you can eat deal, however -- the choices are fairly limited and you can probably order more food than you can eat for less than $18 by just going off the menu."
PRICES,1 all you can eat deal,"I have reservations about the all you can eat deal, however -- the choices are fairly limited and you can probably order more food than you can eat for less than $18 by just going off the menu."
RESTAURANT,3 place,"In any event, this is a place I'll be sure to stop by again when I'm in this part of town."
GENERAL,3 place,"In any event, this is a place I'll be sure to stop by again when I'm in this part of town."
RESTAURANT,3 Big Wong,Big Wong gets big Ups for a fine establishment.
GENERAL,3 Big Wong,Big Wong gets big Ups for a fine establishment.
RESTAURANT,3 NEG,"They have it all -- great price, food, and service."
GENERAL,3 NEG,"They have it all -- great price, food, and service."
RESTAURANT,3 NEG,"They have it all -- great price, food, and service."
PRICES,3 NEG,"They have it all -- great price, food, and service."
FOOD,3 food,"They have it all -- great price, food, and service."
QUALITY,3 food,"They have it all -- great price, food, and service."
SERVICE,3 service,"They have it all -- great price, food, and service."
GENERAL,3 service,"They have it all -- great price, food, and service."
AMBIENCE,1 atmosphere,The atmosphere is noisy and the waiters are literally walking around doing things as fast as they can.
GENERAL,1 atmosphere,The atmosphere is noisy and the waiters are literally walking around doing things as fast as they can.
SERVICE,3 waiters,The atmosphere is noisy and the waiters are literally walking around doing things as fast as they can.
GENERAL,3 waiters,The atmosphere is noisy and the waiters are literally walking around doing things as fast as they can.
SERVICE,3 NEG,The food is prepared quickly and efficiently.
GENERAL,3 NEG,The food is prepared quickly and efficiently.
FOOD,3 NEG,"And it all comes at a very reasonable price (congee, noodles, and rice dishes are no more than $3-6 each)."
PRICES,3 NEG,"And it all comes at a very reasonable price (congee, noodles, and rice dishes are no more than $3-6 each)."
FOOD,3 congee,"And it all comes at a very reasonable price (congee, noodles, and rice dishes are no more than $3-6 each)."
PRICES,3 congee,"And it all comes at a very reasonable price (congee, noodles, and rice dishes are no more than $3-6 each)."
FOOD,3 noodles,"And it all comes at a very reasonable price (congee, noodles, and rice dishes are no more than $3-6 each)."
PRICES,3 noodles,"And it all comes at a very reasonable price (congee, noodles, and rice dishes are no more than $3-6 each)."
FOOD,3 rice dishes,"And it all comes at a very reasonable price (congee, noodles, and rice dishes are no more than $3-6 each)."
PRICES,3 rice dishes,"And it all comes at a very reasonable price (congee, noodles, and rice dishes are no more than $3-6 each)."
SERVICE,3 takeout,The takeout is great too since they give high quality tupperware as well.
GENERAL,3 takeout,The takeout is great too since they give high quality tupperware as well.
RESTAURANT,3 place,This place is always very crowded and popular.
MISCELLANEOUS,3 place,This place is always very crowded and popular.
FOOD,3 Caesar Salad,Enjoyed a very nice Caesar Salad while my wife had arugula and goat cheese....both very tasty.
QUALITY,3 Caesar Salad,Enjoyed a very nice Caesar Salad while my wife had arugula and goat cheese....both very tasty.
FOOD,3 arugula and goat cheese,Enjoyed a very nice Caesar Salad while my wife had arugula and goat cheese....both very tasty.
QUALITY,3 arugula and goat cheese,Enjoyed a very nice Caesar Salad while my wife had arugula and goat cheese....both very tasty.
SERVICE,3 NEG,We both opted for a pasta dish and they were served timely and fresh.
GENERAL,3 NEG,We both opted for a pasta dish and they were served timely and fresh.
FOOD,3 pasta dish,We both opted for a pasta dish and they were served timely and fresh.
QUALITY,3 pasta dish,We both opted for a pasta dish and they were served timely and fresh.
FOOD,3 tiramisu chocolate cake,"We concluded with tiramisu chocolate cake, both were delicious."
QUALITY,3 tiramisu chocolate cake,"We concluded with tiramisu chocolate cake, both were delicious."
RESTAURANT,3 NEG,We'd go back again
GENERAL,3 NEG,We'd go back again
RESTAURANT,3 restaurant,I recently went to this restaurant with some co-workers for lunch and had an amazing time.
GENERAL,3 restaurant,I recently went to this restaurant with some co-workers for lunch and had an amazing time.
SERVICE,3 staff,"The staff was accomodating, the food was absolutely delicious and the place is lovely."
GENERAL,3 staff,"The staff was accomodating, the food was absolutely delicious and the place is lovely."
FOOD,3 food,"The staff was accomodating, the food was absolutely delicious and the place is lovely."
QUALITY,3 food,"The staff was accomodating, the food was absolutely delicious and the place is lovely."
AMBIENCE,3 place,"The staff was accomodating, the food was absolutely delicious and the place is lovely."
GENERAL,3 place,"The staff was accomodating, the food was absolutely delicious and the place is lovely."
SERVICE,3 Manager,We even had a visit from the Manager who wanted to make sure we were enjoying ourselves.
GENERAL,3 Manager,We even had a visit from the Manager who wanted to make sure we were enjoying ourselves.
RESTAURANT,1 NEG,"Yes, the prices are high, but I felt it was worth it."
PRICES,1 NEG,"Yes, the prices are high, but I felt it was worth it."
RESTAURANT,3 NEG,"Yes, the prices are high, but I felt it was worth it."
GENERAL,3 NEG,"Yes, the prices are high, but I felt it was worth it."
RESTAURANT,3 NEG,We all felt it was worth it.
GENERAL,3 NEG,We all felt it was worth it.
FOOD,3 food,sometimes i get good food and ok service.
QUALITY,3 food,sometimes i get good food and ok service.
SERVICE,2 service,sometimes i get good food and ok service.
GENERAL,2 service,sometimes i get good food and ok service.
FOOD,1 food,"sometimes i get bad food and bad service, sometimes i get good good and bad service."
QUALITY,1 food,"sometimes i get bad food and bad service, sometimes i get good good and bad service."
SERVICE,1 service,"sometimes i get bad food and bad service, sometimes i get good good and bad service."
GENERAL,1 service,"sometimes i get bad food and bad service, sometimes i get good good and bad service."
SERVICE,1 service,"sometimes i get bad food and bad service, sometimes i get good good and bad service."
GENERAL,1 service,"sometimes i get bad food and bad service, sometimes i get good good and bad service."
FOOD,3 good,"sometimes i get bad food and bad service, sometimes i get good good and bad service."
QUALITY,3 good,"sometimes i get bad food and bad service, sometimes i get good good and bad service."
RESTAURANT,1 NEG,it is not consistent.
GENERAL,1 NEG,it is not consistent.
FOOD,3 dishes,The place is a BISTRO which means: simple dishes and wine served efficiently in a bustling atmosphere.
STYLE_OPTIONS,3 dishes,The place is a BISTRO which means: simple dishes and wine served efficiently in a bustling atmosphere.
DRINKS,3 wine,The place is a BISTRO which means: simple dishes and wine served efficiently in a bustling atmosphere.
STYLE_OPTIONS,3 wine,The place is a BISTRO which means: simple dishes and wine served efficiently in a bustling atmosphere.
SERVICE,3 NEG,The place is a BISTRO which means: simple dishes and wine served efficiently in a bustling atmosphere.
GENERAL,3 NEG,The place is a BISTRO which means: simple dishes and wine served efficiently in a bustling atmosphere.
AMBIENCE,3 atmosphere,The place is a BISTRO which means: simple dishes and wine served efficiently in a bustling atmosphere.
GENERAL,3 atmosphere,The place is a BISTRO which means: simple dishes and wine served efficiently in a bustling atmosphere.
