labels	key_words	review
3food	Bagels	"Outstanding Bagels, but you get what you pay for."
1price	Bagels	"Outstanding Bagels, but you get what you pay for."
3food	Pizza	"Pizza - the only pizza in NYC that should not have additional toppings - the crust tastes like the best, freshly baked bread!"
1anecdotes/miscellaneous	NEGATIVE	"If you're in town, it's worth searching for another place."
3anecdotes/miscellaneous	NEGATIVE	"I have tried the various slice joints around the village but this is by far the best one."
3ambience	spot	"I found it on a cold night, the perfect spot to warm up."
1food	menu	"They even have a section in the menu called American Chinese food!"
3food	Service	"Service was warm and attentive, beef carpaachio was exellent (huge portion) and pasta was fresh and well-prepared."
3service	Service	"Service was warm and attentive, beef carpaachio was exellent (huge portion) and pasta was fresh and well-prepared."
2food	kalbi	"kalbi and nebbiolo do work together."
3food	Italian food	"Best Italian food I ever had (and being Italian, that means alot)."
3food	Italian food	"I will recommend Scopa to all of my friends for a place to go for wonderful Italian food."
3ambience	Located	"Located at the end of a magnificent block."
1price	NEGATIVE	"This restaurant is not worth the time, effort, or money to say the least."
1anecdotes/miscellaneous	NEGATIVE	"This restaurant is not worth the time, effort, or money to say the least."
3ambience	meal	"Looking around, I saw a room full of New Yorkers enjoying a real meal in a real restaurant, not a clubhouse of the fabulous trying to be seen."
3food	meal	"Looking around, I saw a room full of New Yorkers enjoying a real meal in a real restaurant, not a clubhouse of the fabulous trying to be seen."
3anecdotes/miscellaneous	NEGATIVE	"Keep up the good work guys!"
3anecdotes/miscellaneous	NEGATIVE	"Hurley's is terrific!"
3ambience	trays of Dim Sum	"They don't walk around with the trays of Dim Sum."
2anecdotes/miscellaneous	NEGATIVE	"Took my sister here before attending a show one evening."
3service	bar	"Great bar, most gorgeous bartenders you've ever seen (specifically the blond lady)."
1service	dessert	"We were planning to get dessert but the waitress basically through the bill at us before we had a chance to order."
2anecdotes/miscellaneous	NEGATIVE	"Really."
3food	cheff	"I really loved the different and inovated touch that's the cheff gives to the food."
2anecdotes/miscellaneous	NEGATIVE	"Our friends have not arrived yet."
1food	cheese	"They came out over cooked and the cheese was almost non existant."
3food	meal	"I had a terrific meal, and our server guided us toward a very nice wine in our price range, instead of allowing us to purchase a similarly priced wine that wasn't as good."
3service	meal	"I had a terrific meal, and our server guided us toward a very nice wine in our price range, instead of allowing us to purchase a similarly priced wine that wasn't as good."
1service	svc	"The svc can be a bit rude at times, esp if you have big group, but overall the restaurant is a must!"
3anecdotes/miscellaneous	svc	"The svc can be a bit rude at times, esp if you have big group, but overall the restaurant is a must!"
3anecdotes/miscellaneous	NEGATIVE	"My husband and I thougt it would be great to go to the Jekyll and Hyde Pub for our anniversary, and to our surprise it was fantastic."
4anecdotes/miscellaneous	NEGATIVE	"Never once did I leave feeling unwelcome or impressed."
3food	food	"The food is good, especially their more basic dishes, and the drinks are delicious."
3food	whole grilled fish	"But the main hit was the whole grilled fish."
3price	tuna tartare	"I had the tuna tartare with sake, mushroom ravioli with pinot noir, and the chocolate sampler with a dessert wine for $49."
3anecdotes/miscellaneous	lunch	"On a hot day it was fabulous to stop in and enjoy lunch."
3food	food	"The food is delicious and beautifully prepared along with the friendly and personable service."
3service	food	"The food is delicious and beautifully prepared along with the friendly and personable service."
2anecdotes/miscellaneous	lines	"I usually go there later at night when I get off work so I don't have to deal with crowds or lines."
3food	Pizza	"Pizza here is consistently good."
3food	shows	"We had a great tiem watching the shows and characters and ar food was just what we were looking for."
3ambience	shows	"We had a great tiem watching the shows and characters and ar food was just what we were looking for."
1service	waiter	"After 2 tries by the waiter to take it away (we hadn't even looked at it yet, we had full beers yet to drink), the manager approached and told us they needed the table for people with reservations."
1anecdotes/miscellaneous	dinner	"Wouldn't recomend it for dinner!"
1food	Sauce	"Sauce was watery and the food didn't have much flavor."
3food	Sangria	"My husband and I enjoy Sangria."
3food	indian cuisine	"But after last night, Spice Grill is the only place I'm eating indian cuisine."
3service	pasta dish	"We both opted for a pasta dish and they were served timely and fresh."
3food	pasta dish	"We both opted for a pasta dish and they were served timely and fresh."
1service	bread	"First the wrong bread came out with the appetizer, then when i tried to order a second glass of wine for my main course..."
3food	neighborhood	"Not sure where the previous reviewer, lonk, dined, but Saul is in a great neighborhood and has great food!"
3ambience	neighborhood	"Not sure where the previous reviewer, lonk, dined, but Saul is in a great neighborhood and has great food!"
3food	Thai food	"In an area sadly lacking in decent Thai food, this is one of the best spots."
2anecdotes/miscellaneous	waiter	"Tell them Herky sent you and get a free confused look from the waiter."
4service	hosting staff	"Make reservations but expect to be delayed 15-20 minutes as the hosting staff was having difficulty seating guests who arrived with a reservation because they probably had a lot of walk ins being so close to Time Square."
3food	food	"The food was average or above including some surprising tasty dishes."
1food	specials	"They don't seem to place an emphasis on specials or fresh ingredients which to me is necessary for good thai."
2food	apetizers	"Other apetizers and food"
3food	noodle and rices dishes	"The noodle and rices dishes taste great."
3food	food	"The food's as good as ever."
3food	crust	"The crust is thin, the ingredients are fresh and the staff is friendly."
3service	crust	"The crust is thin, the ingredients are fresh and the staff is friendly."
3anecdotes/miscellaneous	NEGATIVE	"Your friends will thank you for introducing them to this gem!"
1price	bagel	"Also a little more expensive than your average bagel place."
1food	food	"the food was undercooked-the sauce watery, and the vegetables raw."
3food	fried clams	"And the fried clams had just enough kick to them to make 'em worth eating."
1food	sauces	"The sauces used are also not that exciting."
3food	lunch menu	"The secret is the lunch menu which offers a complimentary appetizer with every entree ordered."
3anecdotes/miscellaneous	NEGATIVE	"I absolutely love this place!!!"
1food	rice	"The rice was poor quality and was cooked so badly it was hard."
3food	champagne	"We had champagne and caviar and felt like princesses!"
3food	shrimp scampi	"The shrimp scampi was excellent and the antipasti were plentiful."
1anecdotes/miscellaneous	NEGATIVE	"I am surprised to say the least and find such practice not worth the effort."
3service	dessert	"When my dessert came, there was a candle in it - not because anyone asked for one - but because the waiter must have seen me opening my birthday card and gift, and said he knew it was a special occassion of some sort."
3price	dim sum combo	"I got the $10 10-piece dim sum combo, every bite of which was great."
3food	dim sum combo	"I got the $10 10-piece dim sum combo, every bite of which was great."
2anecdotes/miscellaneous	NEGATIVE	"There are other Vietnamese restaurants in the chinatown area and you can forget about those."
1ambience	seating	"There is also very limited seating and there can be a substantial wait in getting food at peak times."
1service	seating	"There is also very limited seating and there can be a substantial wait in getting food at peak times."
3food	martini	"If it's just a quick martini at the bar (which I recommend Jeffery's) or a mind blowing Roast Chicken, go to Village!"
1anecdotes/miscellaneous	NEGATIVE	"No thanks!!!"
4service	table	"There was a long wait for a table outside, but it was a little too hot in the sun anyway so our insde table was very nice."
3anecdotes/miscellaneous	NEGATIVE	"I would definently recommend this restaurant."
3price	prices	"The prices are wonderfully low."
3food	chicken vindaloo	"If you like spicy food get the chicken vindaloo."
3anecdotes/miscellaneous	NEGATIVE	"I lOVE THIS PLACE!"
3food	lunch specials	"I have never been disappointed but their true strength lays in their amazingly delicious and cheap lunch specials."
3price	lunch specials	"I have never been disappointed but their true strength lays in their amazingly delicious and cheap lunch specials."
3food	bar food	"So much more than the usual bar food, go there to enjoy the menu while sampling one of their hand-crafted beers."
1anecdotes/miscellaneous	NEGATIVE	"A big disappointment, all around."
3food	NEGATIVE	"And its absolutely DELICIOUS."
1price	drink	"No free drink."
4food	NEGATIVE	"I would say that all was fine and tasty but the heaviness on my stomach someting that i can't not mention or undermine."
3food	food	"This is my first time writing a review for a restaurant because the food and service was excellent."
3service	food	"This is my first time writing a review for a restaurant because the food and service was excellent."
3anecdotes/miscellaneous	food	"This is my first time writing a review for a restaurant because the food and service was excellent."
1anecdotes/miscellaneous	NEGATIVE	"Definitely Highly NOT recommended."
3food	capex	"While they keep the capex to a minimum, they do put some cash into the bagels, because they among the best in the city."
3price	capex	"While they keep the capex to a minimum, they do put some cash into the bagels, because they among the best in the city."
3service	NEGATIVE	"I had a huge group for my birthday and we were well taken care of."
2anecdotes/miscellaneous	chefs	"The two star chefs left quite some time ago to open their own place."
3ambience	decor	"Don't waste money on decor."
3ambience	back garden	"They also have a back garden open in the summer - cute and French with outdoor seating - what more could you ask for?"
3anecdotes/miscellaneous	NEGATIVE	"go to any corned indian restaurant, and the little india strip along east 6 st rules supreme!"
2food	nigiri	"I have never before eaten 40 pieces of relatively good nigiri."
2anecdotes/miscellaneous	nigiri	"I have never before eaten 40 pieces of relatively good nigiri."
4ambience	architecture	"Given the incredible architecture surrounding it, this place has no character."
2anecdotes/miscellaneous	dinner	"I'd call it an 'italian dinner'."
2anecdotes/miscellaneous	NEGATIVE	"my first time here was with my gf for our 12 month anniversary."
3food	drinks	"While the place is not a hotspot hangout, the drinks are unique and pack a lot of bang for the buck."
1ambience	drinks	"While the place is not a hotspot hangout, the drinks are unique and pack a lot of bang for the buck."
3price	drinks	"While the place is not a hotspot hangout, the drinks are unique and pack a lot of bang for the buck."
2anecdotes/miscellaneous	NEGATIVE	"I have walked by this place for eons and finally went thanks to a girls' night."
3food	food	"Have frequented 'ino for several years and the food remains excellent."
3anecdotes/miscellaneous	food	"Have frequented 'ino for several years and the food remains excellent."
3food	eggplant	"Their eggplant is so delicate, sweet tender!"
3anecdotes/miscellaneous	NEGATIVE	"I pray it stays open forever."
3food	food	"Each bite of food at Kai was indeed delicious, fresh, and elegant."
3food	food	"all the food was excellent - considering the quality of food in most moderately priced restaurants is mediocre this was slightly more pricey and well worth it."
3price	food	"all the food was excellent - considering the quality of food in most moderately priced restaurants is mediocre this was slightly more pricey and well worth it."
1price	NEGATIVE	"If you want to save some money, don't go here."
3food	mushroom pizza	"My friend got the mushroom pizza which tasted better."
4food	cod with paella	"I had the cod with paella (spicy and very filling, I'm a big eater and could only eat half) while my boyfriend had the classic fish and chips (again, a big serving - at least 5 pieces of fish and a basketful of fries)."
1service	place	"It's a shame that a nice, convenient place like the Pink Pony can be so ruined by lousy service."
3ambience	place	"It's a shame that a nice, convenient place like the Pink Pony can be so ruined by lousy service."
2anecdotes/miscellaneous	NEGATIVE	"This is the first time Citysearch did't call it right."
1food	calamari	"You should pass on the calamari."
1food	porcini mushroom pasta special	"The porcini mushroom pasta special was tasteless, so was the seafood tagliatelle."
3food	spicy wontons	"Try the spicy wontons and the salt pepper shrimps."
3food	FOOD PORTIONS	"THE FOOD PORTIONS ARE REALLY LARGE."
3food	fries	"The fries are yummy."
3service	staff	"Friendly and informative staff, very attentive and prompt raw bar service."
3food	Taiwanese food	"Best Taiwanese food in NY!"
1anecdotes/miscellaneous	NEGATIVE	"I have eaten at many pizza places around NYC and this is hands down the worst."
3food	food	"This place is a great stop for great food."
3food	pastas	"All the pastas are fantastic and the homemade lasagna is some of the best that I have had in the City."
2anecdotes/miscellaneous	NEGATIVE	"What for?"
3anecdotes/miscellaneous	NEGATIVE	"Fantastic!"
1food	NEGATIVE	"they were dry and disgusting, i didn't even finish my first piece."
3anecdotes/miscellaneous	NEGATIVE	"HIGHLY RECOMMENDED for a first date."
1service	dessert menu	"We laughed when he finally offered us a dessert menu and we left a 10 percent tip, which was generous, I feel."
1price	prices	"And the prices were way to high for what you get."
3anecdotes/miscellaneous	NEGATIVE	"But people from Sichuan will die for it)  - Chongqing Hot Pot, chongqing was the biggest city of Sichuan, now became an independent province."
4anecdotes/miscellaneous	NEGATIVE	"Skip Baroanda down the street (Eurotrashy, snooty and expensive) and check this place out!"
4anecdotes/miscellaneous	NEGATIVE	"Skip this location and go to the one in Soho."
1service	staff	"The staff ignored my friends and I the entire time we were there."
1service	service	"Yet paired with such rude service, would never recommend for anyone interested in carrying any kind of conversation while there."
3anecdotes/miscellaneous	NEGATIVE	"I went to Areo on a Sunday afternoon with four of my girlfriends, and spent three enjoyable hours there."
3ambience	music	"The in-house lady DJ on Saturday nights has outrageously good taste in music, and moreover, takes requests."
1price	rolls	"I need at least three rolls to be full, and that's at least $14.00!"
1anecdotes/miscellaneous	NEGATIVE	"Anyone who ever dined at a thai restaurant is in for a huge disappointment."
3food	NEGATIVE	"All of it was simply amazing, unique and tasty and best of all it didn't break the bank."
3price	NEGATIVE	"All of it was simply amazing, unique and tasty and best of all it didn't break the bank."
3food	wine list	"Great wine list, reasonably priced.--Sara"
3price	wine list	"Great wine list, reasonably priced.--Sara"
1food	hot dogs	"The hot dogs were cold in the middle and the buns were stale."
3food	food	"While the food was excellent, it wasn't cheap (though not extremely expensive either)."
4price	food	"While the food was excellent, it wasn't cheap (though not extremely expensive either)."
3food	Beef noodle soup	"Beef noodle soup is good as well."
1anecdotes/miscellaneous	NEGATIVE	"I was so sad to read the bad reviews this place got!"
3service	Delivery service	"Delivery service is great too."
3food	food	"The food's dazzling flavors overwhelm the palate, truly embracing the beauty of authentic Thai cuisine."
3service	service	"I recieved prompt service with a smile."
4food	pizza	"They pray to their Food Gods to make them into a good pizza like VT's."
3ambience	place	"The place was quiet and delightful."
3anecdotes/miscellaneous	NEGATIVE	"Molto bene!"
3food	NEGATIVE	"the best I've found outside of the Chinatown masters."
3anecdotes/miscellaneous	NEGATIVE	"They are amazing!"
1anecdotes/miscellaneous	NEGATIVE	"Avoid this place!"
3food	food	"The food is a diamond in rough -- the food is delicious and homemade with the perfect balance of herbs and tomatoes."
3anecdotes/miscellaneous	NEGATIVE	"A must try!"
1anecdotes/miscellaneous	food	"As much as I like the food there, I can't bring myself to go back."
3food	food	"As much as I like the food there, I can't bring myself to go back."
1food	shredded cheese	"It looked like shredded cheese partly done - still in strips."
3ambience	prices	"The prices and ambience are especially great considering it's in the West Village."
3price	prices	"The prices and ambience are especially great considering it's in the West Village."
3food	soup	"The soup is pretty good too."
3anecdotes/miscellaneous	reservation	"It is so easy to get a reservation at a top place in NYC with a week's notice."
3food	root vegetables	"I have never better enjoyed humble root vegetables or a mushroom consomme - and this chef accomplishes without fats."
3service	served	"If you go to Roth's try to be served by Mike, he is GREAT!!"
1anecdotes/miscellaneous	NEGATIVE	"Based on a visit a month ago, I returned the week before Christmas and was hugely disappointed."
2anecdotes/miscellaneous	NEGATIVE	"Went here on a friend's reccomendation."
1service	food	"not the food ,not the ambiance , not the service, I agree with the previous reviews you wait and wait , the wait staff are very rude and when you get in they are looking to get you right out ."
3anecdotes/miscellaneous	NEGATIVE	"I love Ess-a-bagel, but I live on the west side, so I often go to Murray's for convenience."
3food	Shabu-Shabu dinner	"I always get the Shabu-Shabu dinner and the beef is always fresh."
1food	pizza	"The pizza was delivered cold and the cheese wasn't even fully melted!"
3food	food	"We were very surprised by how good the food was on our first visit here on a Sunday night."
3food	comfort	"Nha Trang, while being notorious for utter lack of comfort and decor, horribly slow wait staff and horribly quick meals, is one of the best vietnamese restaurants i've ever been to. the pho is delicious and comes with very fresh vegtables."
1service	comfort	"Nha Trang, while being notorious for utter lack of comfort and decor, horribly slow wait staff and horribly quick meals, is one of the best vietnamese restaurants i've ever been to. the pho is delicious and comes with very fresh vegtables."
1ambience	comfort	"Nha Trang, while being notorious for utter lack of comfort and decor, horribly slow wait staff and horribly quick meals, is one of the best vietnamese restaurants i've ever been to. the pho is delicious and comes with very fresh vegtables."
1food	service	"On the other hand, if you are not fooled easily, you will find hundreds of restaurants that will give you service and ambiance that is on par with Alain Ducasse, and food that will outshine in presentaion, taste, choice, quality and quantity."
4service	service	"On the other hand, if you are not fooled easily, you will find hundreds of restaurants that will give you service and ambiance that is on par with Alain Ducasse, and food that will outshine in presentaion, taste, choice, quality and quantity."
4ambience	service	"On the other hand, if you are not fooled easily, you will find hundreds of restaurants that will give you service and ambiance that is on par with Alain Ducasse, and food that will outshine in presentaion, taste, choice, quality and quantity."
3anecdotes/miscellaneous	NEGATIVE	"We will definitely go back."
3anecdotes/miscellaneous	bar scene	"I live in the neighborhood and my friends meet me down here not only for the bar scene but also the promise of The Pizza Place at 3am."
2anecdotes/miscellaneous	NEGATIVE	"Is just the way it was in days gone by."
1food	people	"If I could rate the people this place would be off the charts - unfortunately - the pizza, sorry - not the best in NYC."
3service	people	"If I could rate the people this place would be off the charts - unfortunately - the pizza, sorry - not the best in NYC."
3food	food	"The food is amazing!!!!"
3food	food	"Having not been home in the last 2 years may skew this reviewer a bit, but the food was tasty and spicy sans the oil that comes floating along at similar venues."
1food	portions	"The portions are now very small, the sauces are overly-ambitious usually inedible while the service is still good, the restaurant, due to its popularity, seems frantic."
3service	portions	"The portions are now very small, the sauces are overly-ambitious usually inedible while the service is still good, the restaurant, due to its popularity, seems frantic."
3price	price	"For the price, you cannot eat this well in Manhattan."
3food	price	"For the price, you cannot eat this well in Manhattan."
3service	owner	"The owner is very friendly and a great guy, go try his pizza, you'll like it!"
3food	owner	"The owner is very friendly and a great guy, go try his pizza, you'll like it!"
3ambience	atmosphere	"The atmosphere is great!!!"
3ambience	NEGATIVE	"It can be a very fun experience with a group, and kids (6 and over) would love it."
1service	food	"With so many good restaurants on the UWS, I don't need overpriced food, absurdly arrogant wait-staff who don't recognize they work at a glorified diner, clumsy service, and management that doesn't care."
1price	food	"With so many good restaurants on the UWS, I don't need overpriced food, absurdly arrogant wait-staff who don't recognize they work at a glorified diner, clumsy service, and management that doesn't care."
1food	food	"With so many good restaurants on the UWS, I don't need overpriced food, absurdly arrogant wait-staff who don't recognize they work at a glorified diner, clumsy service, and management that doesn't care."
3food	sea urchin	"I tend to judge a sushi restaurant by its sea urchin, which was heavenly at sushi rose."
3food	service	"The service is a little scatty at times but all is forgiven when the food arrives."
1service	service	"The service is a little scatty at times but all is forgiven when the food arrives."
4food	bruscetta	"The bruscetta is a bit soggy, but the salads were fresh, included a nice mix of greens (not iceberg) all dishes are served piping hot from the kitchen."
3anecdotes/miscellaneous	NEGATIVE	"And evaluated on those terms Pastis is simply wonderful."
2ambience	atmosphere	"The atmosphere isn't the greatest , but I suppose that's how they keep the prices down ."
3price	atmosphere	"The atmosphere isn't the greatest , but I suppose that's how they keep the prices down ."
3food	pickles	"The pickles were great addition."
1food	General Tao chicken	"If your favorite Chinese food is General Tao chicken, then this is NOT your place."
3food	shrimp appetizers	"You must try the shrimp appetizers."
3food	cuisine	"Not only is the cuisine the best around, the service has always been attentive and charming."
3service	cuisine	"Not only is the cuisine the best around, the service has always been attentive and charming."
1ambience	NEGATIVE	"Filled with suits, though, so you never really feel terribly comfortable."
3food	food	"The production is a symphony, alot of fun to experience.The food sublime for the most part."
3anecdotes/miscellaneous	food	"The production is a symphony, alot of fun to experience.The food sublime for the most part."
1food	Waiters	"Waiters tend to forget drinks completely, food portions are so tiny, two people have trouble sharing one entree."
1service	Waiters	"Waiters tend to forget drinks completely, food portions are so tiny, two people have trouble sharing one entree."
2anecdotes/miscellaneous	food	"my wife and i have been going to nyc for years and wouldn't miss roxy,s food is expensive but it's new york!"
4price	food	"my wife and i have been going to nyc for years and wouldn't miss roxy,s food is expensive but it's new york!"
3ambience	NEGATIVE	"It's like you are transported to the Italian countryside, very romantic and filled with antiques."
3food	cold appetizer dishes	"The cold appetizer dishes taste like the way I remember them to taste when I was growing up in Taiwan."
2anecdotes/miscellaneous	NEGATIVE	"Just go and see for yourself."
2anecdotes/miscellaneous	bar	"The restaurant was packed at first, so we waited at the bar for about 20 minutes before we were seated."
3food	wines	"Interesting selection, good wines, service fine, fun decor."
3service	wines	"Interesting selection, good wines, service fine, fun decor."
3ambience	wines	"Interesting selection, good wines, service fine, fun decor."
1anecdotes/miscellaneous	NEGATIVE	"I hate this."
3service	reservation	"Any if you have a reservation you'll wait for max 5 minutes - so have a drink at the bar."
3food	parmesean porcini souffle	"Whether it's the parmesean porcini souffle or the lamb glazed with balsamic vinegar, you will surely be transported to Northern Italy with one bite."
3anecdotes/miscellaneous	NEGATIVE	"That place was awesome,,,  sally !"
2food	food	"The food at this place is 'gourmet' Indian cuisine."
3anecdotes/miscellaneous	NEGATIVE	"Finally a reliable Chinese restaurant!"
2anecdotes/miscellaneous	NEGATIVE	"get over it!"
1ambience	bar	"But the thing that my wife and I hated was it was so loud and it felt like 'bar' or 'pub'."
3anecdotes/miscellaneous	NEGATIVE	"However, it just so happens that there's an even more amazing place just down the street."
3food	corned beef sandwich	"While there are plenty of places to go for a good corned beef sandwich, Katz's has a charm about it."
3food	pizza	"However, looking at the table next to ours, we both sort of wished we had ordered pizza, which looked PERRRRRRRRRFECT."
1price	Priced	"Priced at upper intermediate range."
4food	fish	"The fish was adequate, but inexpertly sliced."
3anecdotes/miscellaneous	NEGATIVE	"I recommend ordering in on a weeknight."
1food	food	"If you live in new york city, you'll find better food at small restaurants outside of time square and spend half the amount."
1price	food	"If you live in new york city, you'll find better food at small restaurants outside of time square and spend half the amount."
3food	olive cream cheese	"Try the olive cream cheese or the lox spread on a whole wheat everything bagel."
3anecdotes/miscellaneous	NEGATIVE	"While it's not Nobu, it sure is a great deal and you definitely will leave feeling satisfied and full."
3food	NEGATIVE	"While it's not Nobu, it sure is a great deal and you definitely will leave feeling satisfied and full."
3price	NEGATIVE	"While it's not Nobu, it sure is a great deal and you definitely will leave feeling satisfied and full."
1anecdotes/miscellaneous	NEGATIVE	"So my husband made up an excuse so we can leave."
2food	NEGATIVE	"It's very spicy but not offensive."
3service	service	"they didn't disappoint, service from the second i arrived at the door was extremely pleasant and attentive with almost one server per table."
1anecdotes/miscellaneous	music	"I don't know who they think they are but they have no respect for the residents of the neighborhood ever since they opened their cabaret next door and blasts loud music till three in the morning every weekend during the summer."
1ambience	music	"I don't know who they think they are but they have no respect for the residents of the neighborhood ever since they opened their cabaret next door and blasts loud music till three in the morning every weekend during the summer."
3food	rice to fish ration	"The rice to fish ration was also good--they didn't try to overpack the rice."
2food	shredded cheese	"They used shredded cheese on top!"
2anecdotes/miscellaneous	NEGATIVE	"They are located in the middle of Chinatown!"
3food	food	"The food is great and they have a good selecion of wines at reasonable prices."
3price	food	"The food is great and they have a good selecion of wines at reasonable prices."
3anecdotes/miscellaneous	NEGATIVE	"Eating at Ottimo is like eating in Chef Salvatore Esposito's home."
3anecdotes/miscellaneous	NEGATIVE	"Katz's deli is a great NY experience."
3anecdotes/miscellaneous	NEGATIVE	"Check it out."
3service	wait staff	"The only positive was the wait staff, which was prompt, knowledgable, and likeable."
3food	Godmother pizza	"I couldn't reccommend their Godmother pizza any higher."
3food	dishes	"I am not a vegetarian but, almost all the dishes were great."
3food	thai cuisine	"I was very impressed by this low-key upper eastsider and their authentically thai cuisine!!!"
3ambience	thai cuisine	"I was very impressed by this low-key upper eastsider and their authentically thai cuisine!!!"
3anecdotes/miscellaneous	NEGATIVE	"i would go again if i didn't have to pay."
1price	NEGATIVE	"i would go again if i didn't have to pay."
3price	prices	"For the location, the prices are very reasonable."
2food	food	"The food is okay and the prices here are mediocre."
2price	food	"The food is okay and the prices here are mediocre."
1food	food	"My friend's food was also the complete opposite of what it's supposed to taste like (aND look like)."
1food	crab cocktail	"I ordered the crab cocktail and it was soaked in a lime juice concoction where all you could taste was the lime."
3food	menu items	"I would like to return and try some of the other menu items when I don't have to rush off to a show."
3food	food	"We have been to this place many times, and always have great food, wine, and service."
3service	food	"We have been to this place many times, and always have great food, wine, and service."
2food	dessert	"Hopefully next time, I will save room for dessert."
3anecdotes/miscellaneous	NEGATIVE	"Alain Ducasse is the best of everything, I mean everything was excelent.I"
3price	dinner	"Not a typical pizza joint, but good for a low key and fairly cheap nice sit down dinner."
3food	dinner	"Not a typical pizza joint, but good for a low key and fairly cheap nice sit down dinner."
3food	corned beef	"The corned beef was tender and melted in my mouth."
3anecdotes/miscellaneous	NEGATIVE	"GO HERE."
3food	Chicken pad tai	"The best Chicken pad tai, I've ever had."
2anecdotes/miscellaneous	NEGATIVE	"We weren't even at our table for more than an hour total."
3price	sushi	"$20 for all you can eat sushi cannot be beaten."
3anecdotes/miscellaneous	NEGATIVE	"It has been my first choice ever since I discovered it ."
3food	NEGATIVE	"Over 100 different choices to create your own."
3food	fish	"Haru serves very fresh fish, has a trendy, modern ambiance, prime location on Park Avenue South and friendly service."
3service	fish	"Haru serves very fresh fish, has a trendy, modern ambiance, prime location on Park Avenue South and friendly service."
3ambience	fish	"Haru serves very fresh fish, has a trendy, modern ambiance, prime location on Park Avenue South and friendly service."
3ambience	outdoor seating	"Warm and friendly in the winter and terrific outdoor seating in the warmer months."
3food	wine	"Very romantic fires - I've literally spent hours at Lanterna, drinking wine from their extensive wine and enjoying the ambience."
3ambience	wine	"Very romantic fires - I've literally spent hours at Lanterna, drinking wine from their extensive wine and enjoying the ambience."
2anecdotes/miscellaneous	sake	"We got a little tipsy from the sake but isn't that what Saturday nights with the girlfriends are all about?"
3food	dumplings	"I almost wanted to write a bad review, so no one would ever go here and I could have all the dumplings to myself!"
2anecdotes/miscellaneous	NEGATIVE	"After reading the posts, I was always skeptical to go to The Minnow, despite living in Park Slope."
3anecdotes/miscellaneous	NEGATIVE	"I loved it and will be back soon."
3ambience	crowd	"Always a nice crowd, but never loud."
1food	turkey burger	"My turkey burger was not cooked at all, my friends salmon was completely raw."
4service	service	"The service is spotty, sometimes really friendly and sometimes barely there."
2ambience	Decor	"Decor is minimalist and clean - nothing to distract or commend."
3food	drinks	"His drinks are very inventive, delicious and classy."
3food	food	"Great food, great prices, great service."
3service	food	"Great food, great prices, great service."
3price	food	"Great food, great prices, great service."
2anecdotes/miscellaneous	Chinese food	"This isn't your corner Chinese food takeout."
3food	Pizza	"Awsome Pizza especially the Margheritta slice."
3food	place	"This place, however, has a lot less pretension than Joya and the Thai food is still above-average."
3ambience	place	"This place, however, has a lot less pretension than Joya and the Thai food is still above-average."
2anecdotes/miscellaneous	NEGATIVE	"My husband and I ate here after reading reviews here as well as hobokeni.com,"
3food	menu	"Try ordering from the regular menu, then you would not regret!"
1service	table	"Told us to sit anywhere, and when we sat he said the table was reserved."
2anecdotes/miscellaneous	eel	"uni from maine vs california, sea vs freshwater eel) to get a good taste comparison."
3food	lox	"We started with lox and mussels (the best ive ever had, ever) and had the cod and trout for dinner."
1food	crispy chicken	"The crispy chicken wasn't for us, though."
3anecdotes/miscellaneous	NEGATIVE	"JUST AWSOME."
3food	Food	"Food is great."
3food	NEGATIVE	"There is a lot of variety even for people who eat vegetarian like me."
3food	meatballs	"I recommend the meatballs and caprese salad and the beans on toast were a wonderful start to the meal!"
1ambience	place	"This place is incredibly tiny."
3anecdotes/miscellaneous	NEGATIVE	"I will definetely go back again and again, that's for sure!!!"
3ambience	atmosphere	"I didn't complain, I liked the atmosphere so much."
3anecdotes/miscellaneous	NEGATIVE	"This is one of our all-time favorite."
1service	diners	"In reality (to maximize potential diners) they were still taking phone reservations and reallocating tables of those waiting in the lobby."
3food	wine	"The wine is always good, the tapas are always yummy, especially with the warm pita bread."
3price	waitresses	"But when you are seated the waitresses are great, they explain everything on the menu, and the price of the food is really cheap for the service you get."
3service	waitresses	"But when you are seated the waitresses are great, they explain everything on the menu, and the price of the food is really cheap for the service you get."
1anecdotes/miscellaneous	NEGATIVE	"this place is amazingly bad."
3anecdotes/miscellaneous	NEGATIVE	"Compared to other shabu restaurants around town, this places wins hands-down."
1food	Dim Sum	"I've been to several places for Dim Sum and this has got to be the WORST."
1anecdotes/miscellaneous	Dim Sum	"I've been to several places for Dim Sum and this has got to be the WORST."
3anecdotes/miscellaneous	NEGATIVE	"I love this place."
3food	variety	"The freshest, best variety, and the fastest delivery."
3service	variety	"The freshest, best variety, and the fastest delivery."
3food	service	"Go to Volare for 1st class service and terrific food."
3service	service	"Go to Volare for 1st class service and terrific food."
3service	service	"It's super-trendy and there's always someone to take that empty seat, so it seems that customer service has been deemed not of the essence."
3ambience	service	"It's super-trendy and there's always someone to take that empty seat, so it seems that customer service has been deemed not of the essence."
1anecdotes/miscellaneous	Dinner	"Dinner took almost 4 hours without any lag time."
1ambience	people	"The people in the restaurant were pretty obnoxious and loud."
1food	sandwiches	"The sandwiches are dry, tasteless and way overpriced."
1price	sandwiches	"The sandwiches are dry, tasteless and way overpriced."
