labels	key_words	review
2RESTAURANT#MISCELLANEOUS	place	"Kind of a small place but I guess if they are not too busy might be able to fit a group or kids."
3RESTAURANT#GENERAL	NULL	"Overall I would recommend it and go back again."
3DRINKS#STYLE_OPTIONS	Bombay beer	"I started out with a Bombay beer which was big enough for two."
3FOOD#QUALITY	NULL	"MMmmm... it was delicious."
1SERVICE#GENERAL	Service	"Service was slow, but the people were friendly."
3AMBIENCE#GENERAL	place	"It's a nice place to relax and have conversation."
3RESTAURANT#GENERAL	NULL	"I can't wait to go back."
3FOOD#QUALITY	food	"The food is authentic Italian - delicious!"
3FOOD#QUALITY	Pizza	"Pizza is terrific, as is homemade pasta."
3AMBIENCE#GENERAL	Ambience	"Ambience is delightful, service impeccable."
1FOOD#QUALITY	food	"I'm still mad that i had to pay for lousy food."
1FOOD#QUALITY	hanger steak	"The hanger steak was like rubber and the tuna was flavorless not to mention it tasted like it had just been thawed."
1SERVICE#GENERAL	Service	"Service was also horrible and the ambience is not that great."
1RESTAURANT#MISCELLANEOUS	NULL	"DO not try unless you're just going there to hang out like the rest of the hipsters who apparently have no sense of taste."
3RESTAURANT#GENERAL	place	"I go and eat out at many different restaurants and this is one place you have go and try."
3FOOD#QUALITY	food	"This is my first time writing a review for a restaurant because the food and service was excellent."
3FOOD#QUALITY	filet mignon dish	"The filet mignon dish was superb!"
3RESTAURANT#GENERAL	NULL	"I would defiantly come back here again as one of my top choices."
3AMBIENCE#GENERAL	restaurant	"It's a small cute restaurant."
3RESTAURANT#GENERAL	place	"I absolutely love this place!!!"
3AMBIENCE#GENERAL	ambience	"I like the ambience, it's very dark and original."
3FOOD#QUALITY	sushi	"The sushi is amazing!!! "
3FOOD#PRICES	NULL	"And amazingly cheap."
3RESTAURANT#GENERAL	NULL	"Big thumbs up!"
3AMBIENCE#GENERAL	ambient	"Very affordable and excellent ambient!"
1FOOD#QUALITY	beef and noodle soup dishes	"We ordered some beef and noodle soup dishes from the Thai section of the menu but nothing we got was Thai."
1FOOD#QUALITY	NULL	"We were very disappointed."
1FOOD#QUALITY	meal	"We won't go to this place again for a good meal."
3AMBIENCE#GENERAL	place	"However, I think this place is a good hang out spot."
3RESTAURANT#GENERAL	place	"My Girlfriend and I stumbled onto this hopping place the other night and had a great time!"
3FOOD#QUALITY	Pizza	"THe Pizza and wine were excellent-the service too--but what really MADE this place was the backyard dining area."
3AMBIENCE#GENERAL	NULL	"It is one the nicest outdoor restaurants I have ever seen in NY--I am from Italy and this place rivals the ones in my country."
3RESTAURANT#MISCELLANEOUS	NULL	"They tell me they are going to cover the garden in glass for the winter, so i'm looking forward to going there on a snowy night to enjoy it."
3RESTAURANT#GENERAL	place	"Check this place out!"
3RESTAURANT#GENERAL	NULL	"HIGHLY RECOMMENDED!!!!!"
1AMBIENCE#GENERAL	place	"First of all, this place is *not* romantic, as claimed by Citysearch's editorial review."
1AMBIENCE#GENERAL	NULL	"Either that, or the editor's idea of romance must be sharing a conversation with the next table, while trying to speak louder than the traffic on 57th."
1AMBIENCE#GENERAL	tables	"The tables are crammed way too close, the menu is typical of any Italian restaurant, and the wine list is simply overpriced."
1DRINKS#QUALITY	wines	"Slightly above average wines start at $70+ with only one selection listed at $30+."
1SERVICE#GENERAL	Service	"Service is not what one would expect from a joint in this price category."
1SERVICE#GENERAL	NULL	"For instance, plates were just dumped on the table, I was handed the wine list upside down, etc.... "
1SERVICE#GENERAL	service	"Somehow working the italian charm with constant mille grazie does not constitute proper service."
3FOOD#QUALITY	food	"To be completely fair, the only redeeming factor was the food, which was above average, but couldn't make up for all the other deficiencies of Teodora."
1FOOD#QUALITY	meals	"Not one of our meals was edible - bland and/or made with weird rosemary or orange flavoring."
1FOOD#QUALITY	Fish	"Fish was overdone."
3SERVICE#GENERAL	wait staff	"Cute place, nice wait staff but would never go there again."
1FOOD#QUALITY	dessert	"Someone else recommended the dessert - we also left that."
3DRINKS#QUALITY	expresso	"One of us actually liked the expresso - that's it."
1RESTAURANT#GENERAL	restaurant	"Skip this restaurant, it's a big disappointment."
3RESTAURANT#GENERAL	Myagi	"Myagi is one of my favorite restaurants in the City; the place the negative reviews describe sound like they were somewhere else."
3SERVICE#GENERAL	service	"I've never had bad service and the fish is fresh and delicious."
3FOOD#QUALITY	tuna tartar appetizer	"Their tuna tartar appetizer is to die for."
3FOOD#QUALITY	pizza	"I come from a family of pizzeria owners, and I'm almost ashamed to say that the pizza in Fornino's blows my families receipies away."
3FOOD#QUALITY	NULL	"It is simply amazing."
3SERVICE#GENERAL	service	"The place is so cool and the service is prompt and curtious."
3RESTAURANT#GENERAL	place	"I highly recommend to anyone to give this place a try."
3RESTAURANT#GENERAL	NULL	"You will find yourself returning quite often."
3FOOD#QUALITY	food	"A restaurant that doesn't try to do anything except serve great food with great service in a pleasant atmosphere."
3FOOD#QUALITY	food	"No gimmicks here -- the food speaks for itself in its freshness and preparation."
3AMBIENCE#GENERAL	dining room	"The dining room is quietly elegant with no music to shout over -- how refreshing!"
3SERVICE#GENERAL	service	"The service was impeccable and unobtrusive -- the staff knows what they are there to do -- to know their menu, present your meal, and attend to your needs."
3FOOD#QUALITY	meal	"Looking around, I saw a room full of New Yorkers enjoying a real meal in a real restaurant, not a clubhouse of the fabulous trying to be seen."
3RESTAURANT#GENERAL	NULL	"Beautiful experience."
3LOCATION#GENERAL	view	"The view is breathtaking the service is top notch... the ambiance is wonderfull."
3SERVICE#GENERAL	staff	"The staff offers impeccable service."
3FOOD#STYLE_OPTIONS	Lobster Bisque	"I had Lobster Bisque it has 2 oz. of Maine Lobster in it."
3FOOD#QUALITY	New England Chowder	"My boyfriend had the New England Chowder it was good but I think the award should go to the Lobster Bisque."
3FOOD#QUALITY	NULL	"It was divine melts in your mouth."
3FOOD#QUALITY	Prime Rib	"My boyfriend had Prime Rib it was good ."
3DRINKS#STYLE_OPTIONS	bottles of Korbett	"We didn't want a bottle of bubbly on a weekday so we each got little bottles of Korbett it was just enough. "
3FOOD#QUALITY	NULL	"It's cuz it's so good you need to taste it!!! "
3RESTAURANT#GENERAL	NULL	"All in all we're already coming up with excuses to go ahead really soon in the next few wks!!!!"
3FOOD#QUALITY	food	"My wife and I ate here earlier this week and have not stopped ranting and raving about the food."
3FOOD#QUALITY	chicken vindaloo	"If you like spicy food get the chicken vindaloo."
3FOOD#QUALITY	NULL	"It's very spicy but not offensive."
3RESTAURANT#GENERAL	NULL	"We will definitely go back."
3SERVICE#GENERAL	service	"Go to Volare for 1st class service and terrific food."
3FOOD#STYLE_OPTIONS	portions	"The portions are large and the servers always surprise us with a different starter."
3DRINKS#STYLE_OPTIONS	wine list	"The wine list is excellent."
3FOOD#QUALITY	food	"The food is amazing... especially if you get the Chef's tasting menu and your favourite bottle (or two!) of wine from an extensive selection of wines."
3SERVICE#GENERAL	service	"The place is small and intimate and you may feel a little crowded, but the service is excellent and it's great for friends out, a romantic date, or a special occassion."
1FOOD#PRICES	food	"The food can get pricey but the prixe fixe tasting menu is the greatest food for a good price and they cater the food to any food allergies or food you don't like."
2RESTAURANT#MISCELLANEOUS	NULL	"Please be aware that it's CASH or AMEX only!"
2FOOD#QUALITY	food	"With the exception of our lemon salad that had so much pepper on it that our eyes started watering, the food here was decent, not great."
1FOOD#STYLE_OPTIONS	menu	"The menu is very limited - i think we counted 4 or 5 entrees."
1FOOD#QUALITY	grilled branzino	"We ordered the special, grilled branzino, that was so infused with bone, it was difficult to eat."
2AMBIENCE#GENERAL	decor	"The decor in this place is very diner-ish and the kind of place you expect in the East Village - not romantic, just simple, small and sparse."
1RESTAURANT#GENERAL	Prune	"Problem is nothing at Prune is particularly memorable."
1RESTAURANT#GENERAL	NULL	"No plans to return anytime soon."
3AMBIENCE#GENERAL	place	"This place is so much fun."
3RESTAURANT#GENERAL	restaurant	"Our family never expected such incredible entertainment in a restaurant."
3FOOD#QUALITY	food	"Our food was great too!"
3FOOD#STYLE_OPTIONS	portions	"And really large portions."
3SERVICE#GENERAL	staff	"The staff was the friendliest that have seen in New York."
3RESTAURANT#GENERAL	NULL	"We will go back every time we are in the City."
3RESTAURANT#GENERAL	Jekyll and Hyde	"If you want something really different than try Jekyll and Hyde."
3AMBIENCE#GENERAL	NULL	"It is a lot of fun with live entertainment and all kinds of Disney type special effects."
3FOOD#QUALITY	food	"The food was pretty tradional but it was hot and good with large portions."
3RESTAURANT#GENERAL	NULL	"I highly recommend it."
3AMBIENCE#GENERAL	place	"The place is a lot of fun."
3RESTAURANT#GENERAL	NULL	"My six year old loved it."
3AMBIENCE#GENERAL	characters	"The characters really make for an enjoyable experience."
1FOOD#QUALITY	food	"The food however, is what one might expect."
1FOOD#QUALITY	NULL	"It is very overpriced and not very tasty."
3RESTAURANT#GENERAL	Jeckll and Hydes	"However, I think Jeckll and Hydes t is one of those places that is fun to do once."
3RESTAURANT#GENERAL	NULL	"We had a good time."
1SERVICE#GENERAL	NULL	"Went there with my wife and we had to wait for a table even though you could see there many that were empty with not reservation sigh on them."
1SERVICE#GENERAL	Service	"Service was slow had to wait to order and get food although not crowded."
1DRINKS#PRICES	Drinks	"Drinks way over priced."
2FOOD#QUALITY	Food	"Food was good not great not worth the wait or another visit"
3FOOD#QUALITY	pizza	"Great pizza for lunch place."
3SERVICE#GENERAL	Service	"Service was quick."
3FOOD#QUALITY	pizza	"The pizza was great."
3SERVICE#GENERAL	NULL	"And it was quick which is very important."
3DRINKS#QUALITY	iced tea	"Have the iced tea."
3DRINKS#QUALITY	NULL	"It was wonderful."
3FOOD#QUALITY	fish	"Whenever you need a Sushi fix, Mizu will be there with quality fish and great service."
3SERVICE#GENERAL	Delivery	"Delivery is fast too."
3SERVICE#GENERAL	service	"Great friendly service, Fast seating, Fast Delivery, Excellent sushi."
1FOOD#PRICES	NULL	"A little overpriced but worth it once you take a bite."
3FOOD#QUALITY	bagel	"Ess-A-Bagel (either by Sty-town or midtown) is by far the best bagel in NY."
3FOOD#QUALITY	bagels	"The bagels always warm, soft on the inside, crispy on the outside and enormous in size."
3FOOD#QUALITY	salads	"They have a huge selection of different cream cheeses and all of their salads are great."
3FOOD#QUALITY	lox	"The lox is always fresh too."
3RESTAURANT#GENERAL	NULL	"Highly recommended to all!"
1FOOD#QUALITY	food	"Not impressed with the food."
1RESTAURANT#PRICES	resturant	"Prices too high for this cramped and unappealing resturant."
1AMBIENCE#GENERAL	ambiance	"Zero ambiance to boot."
1RESTAURANT#GENERAL	place	"I thought this place was totally overrated."
2RESTAURANT#GENERAL	NULL	"Everything we had was good or ok....but definitely nothing great."
3AMBIENCE#GENERAL	ambience	"The ambience was nice, but service wasn't so great."
1RESTAURANT#GENERAL	NULL	"When you add it all together, it just doesn't seem worth it to me...especially considering the prices."
3RESTAURANT#GENERAL	Shabu-Shabu Restaurant	"This is the BEST Shabu-Shabu Restaurant in the Try-State Area."
3FOOD#QUALITY	food	"I have lived in Japan for 7 years and the taste of the food and the feel of the restaurant is like being back in Japan."
3FOOD#QUALITY	Shabu-Shabu	"Thius is a must for anyone who loves Shabu-Shabu."
3AMBIENCE#GENERAL	atmosphere	"The atmosphere is nothing special, but it feels like a Sushi establishment in Tokyo."
3RESTAURANT#MISCELLANEOUS	owner	"The owner and staff are all Japanese as well and that adds to the entire ambiance."
1FOOD#STYLE_OPTIONS	menu	"Despite a slightly limited menu, everything prepared is done to perfection, ultra fresh and a work of food art."
3RESTAURANT#GENERAL	NULL	"I must give it Yon out of Yon stars!"
3FOOD#QUALITY	Taxan	"Taxan delicious!"
3RESTAURANT#GENERAL	NULL	"This restaurant was recommended by a local...as a matter of fact, he made the reservation for us and said we would not be disappointed!"
3RESTAURANT#PRICES	NULL	"The prices were CHEAP compared to the quality of service and food."
3RESTAURANT#GENERAL	NULL	"We liked it so much, that we will always make it a point to dine here when we visit New York."
2LOCATION#GENERAL	location	"The location and ambience is Ok but the food is what makes up for it."
3FOOD#STYLE_OPTIONS	NULL	"There is a lot of variety even for people who eat vegetarian like me."
3FOOD#QUALITY	green curry with vegetables	"Try green curry with vegetables."
3FOOD#STYLE_OPTIONS	NULL	"The quantity is also very good, you will come out satisfied."
2SERVICE#GENERAL	service	"The service is ok, some of the people didn't get what they asked for."
3RESTAURANT#GENERAL	NULL	"I was there on sat. for my birthday and we had an excellent time."
3FOOD#QUALITY	ravioli	"I had the best ravioli ever."
3DRINKS#QUALITY	wine	"The wine the service was very good too."
2RESTAURANT#PRICES	NULL	"Moderate prices."
2AMBIENCE#GENERAL	NULL	"A little noise but I think that was because of our party!"
3AMBIENCE#GENERAL	trattoria	"This quaint and romantic trattoria is at the top of my Manhattan restaurant list."
3FOOD#QUALITY	food	"The food is delicious - from the specials to the regular menu-fare, the dishes are never a disappointment."
3FOOD#QUALITY	parmesean porcini souffle	"Whether it's the parmesean porcini souffle or the lamb glazed with balsamic vinegar, you will surely be transported to Northern Italy with one bite."
3AMBIENCE#GENERAL	candle-light	"Although the tables may be closely situated, the candle-light, food-quality and service overcompensate."
3RESTAURANT#GENERAL	NULL	"A guaranteeed delight!"
3FOOD#QUALITY	food	"I have known about this secret for the last 13 years, Emilio(the Godfather) has continued to serve food and wine for the gods at mortal prices."
3FOOD#QUALITY	marinara/arrabiatta sauce	"If you go, try the marinara/arrabiatta sauce, the mozzarella en Carozza is mmmmmmmm..... everything is just delicious."
3AMBIENCE#GENERAL	back room	"Check out the secret back room."
3RESTAURANT#GENERAL	NULL	"I pray it stays open forever."
3RESTAURANT#GENERAL	Emilio	"Thank You Emilio."
3FOOD#QUALITY	food	"I found the food, service and value exceptional everytime I have been there."
3FOOD#QUALITY	food	"The food was authentic."
3FOOD#QUALITY	NULL	"I felt as though I were eating in Paris."
3SERVICE#GENERAL	service	"The service was excellent - friendly and attentive."
3RESTAURANT#PRICES	NULL	"The prices are wonderfully low."
3DRINKS#STYLE_OPTIONS	wine choices	"Very good wine choices."
3FOOD#QUALITY	pizza	"Who has room for Cheesesticks with the best pizza in NYC!"
3FOOD#QUALITY	pepperoni	"Get the pepperoni - YUM - and a family style salad."
3SERVICE#GENERAL	staff	"Great staff."
3SERVICE#GENERAL	service	"Always great service!"
3RESTAURANT#GENERAL	NULL	"I go twice a month!"
3RESTAURANT#GENERAL	NULL	"Fantastic!"
3FOOD#QUALITY	food	"The food is good, I can't lie."
1SERVICE#GENERAL	staff	"But the staff was so horrible to us."
1SERVICE#GENERAL	hostess	"The hostess and the waitress were incredibly rude and did everything they could to rush us out."
1SERVICE#GENERAL	waitress	"We were planning to get dessert but the waitress basically through the bill at us before we had a chance to order."
1RESTAURANT#PRICES	place	"This place is pricey, and yes, the food is worth it; but the service makes you feel like you should be paying a quater of the price."
1RESTAURANT#GENERAL	NULL	"Save yourself the time and trouble and skip this one!"
2RESTAURANT#GENERAL	Amma	"Amma is nothing special."
1FOOD#QUALITY	dishes	"I ate here a week ago and found most dishes average at best and too expensive."
1RESTAURANT#GENERAL	NULL	"Will not be back."
1FOOD#QUALITY	vegetarian dishes	"Don't dine at Tamarind for the vegetarian dishes, they are simply not up to par with the non-veg selections."
3AMBIENCE#GENERAL	Decor	"Decor is nice though service can be spotty."
2RESTAURANT#MISCELLANEOUS	place	"This place is always packed."
3FOOD#QUALITY	food	"Most importantly, food is excellent."
3FOOD#QUALITY	sea bass	"Try the sea bass."
3RESTAURANT#GENERAL	NULL	"Highly recommended."
3FOOD#QUALITY	Dal Bukhara	"First of all Dal Bukhara Rocks."
3FOOD#QUALITY	food	"I am happy i did the food was awsome."
3FOOD#QUALITY	NULL	"JUST AWSOME."
3FOOD#QUALITY	kababs	"and yes Dal Bukhara is so dam good and so are all the kababs."
3RESTAURANT#GENERAL	NULL	"but overall i give it a 10"
3RESTAURANT#GENERAL	NULL	"10"
1RESTAURANT#GENERAL	Haru on Park S	"Haru on Park S is simply disgusting."
1FOOD#QUALITY	fish	"The fish was not fresh and the rice tasted old and stale."
1FOOD#QUALITY	sushi	"Quite frankly, this is some of the worst sushi I have ever tried."
1RESTAURANT#GENERAL	NULL	"Will never be back."
1FOOD#QUALITY	sushi	"honestly the worst sushi my husband and i had in our entire lives."
1RESTAURANT#GENERAL	restaurant	"not sure why this restaurant would be rated that highly."
1FOOD#QUALITY	all-u-can-eat sushi	"the all-u-can-eat sushi is definitely in very poor quality."
1FOOD#STYLE_OPTIONS	menu	"limited menu, no-so-fresh ingredients, thinly-sliced fish, fall-apart rice. "
1FOOD#QUALITY	soy sauce	"the only things u could really taste are the very salty soy sauce (even its low sodium), the vinegar-soaked rice, and the scallion on top of the fish. "
3SERVICE#GENERAL	waitstaffs	"the waitstaffs are nice though."
1RESTAURANT#GENERAL	NULL	"wont come back again for sure!"
1RESTAURANT#GENERAL	Roth's	"I have been to Roth's twice and both times were very disappointing."
1SERVICE#GENERAL	service	"Both times I was extremely dissappointed by the service, which was boarderline rude."
1SERVICE#GENERAL	NULL	"They wouldnt even let me finish my glass of wine before offering another."
1SERVICE#GENERAL	NULL	"Much of the time it seems like they do not care about you."
1FOOD#QUALITY	dinner	"The dinner was ok, nothing I would have again."
1FOOD#QUALITY	eggs benedict	"I had their eggs benedict for brunch, which were the worst in my entire life, I tried removing the hollondaise sauce completely that was how failed it was."
3RESTAURANT#GENERAL	NULL	"This was a great surprise."
3FOOD#QUALITY	meal	"With the theater 2 blocks away we had a delicious meal in a beautiful room."
3SERVICE#GENERAL	service	"The service was attentive."
3RESTAURANT#GENERAL	NULL	"I look forward to eating here again"
3RESTAURANT#GENERAL	Planet Thai	"Planet Thai is great!"
3FOOD#QUALITY	food	"We love the food, drinks, and atmosphere!"
1SERVICE#GENERAL	svc	"The svc can be a bit rude at times, esp if you have big group, but overall the restaurant is a must!"
3FOOD#QUALITY	Pad Thai	"Try the Pad Thai, it's fabulous and their prices are so cheap!"
3FOOD#STYLE_OPTIONS	portions	"Just because it's cheap does NOT mean the portions are small or the food is nasty, IT IS GREAT!"
1SERVICE#GENERAL	NULL	"They forgot a sandwich, didn't include plastic forks, and didn't include pita with the hummus platter."
1FOOD#STYLE_OPTIONS	sandwiches	"Also, the sandwiches (nearing $7) didn't come with anything like chips or a side."
1RESTAURANT#GENERAL	NULL	"Overall, not worth the money."
3AMBIENCE#GENERAL	atmosphere	"Eating in, the atmosphere saves it, but at your desk, it's a very disappointing experience."
3RESTAURANT#GENERAL	Chennai Garden	"Chennai Garden is my favorite Indian restaurant in the city."
3FOOD#QUALITY	Indian	"They have authentic Indian at amazin prices."
1FOOD#STYLE_OPTIONS	dishes	"This restaurant is VEGETARIAN; there are NO MEAT dishes whatsoever."
1AMBIENCE#GENERAL	seats	"The seats are uncomfortable if you are sitting against the wall on wooden benches."
1RESTAURANT#MISCELLANEOUS	restaurant	"It's a rather cramped and busy restaurant and it closes early."
3AMBIENCE#GENERAL	cigar bar	"Patroon features a nice cigar bar and has great staff."
3FOOD#QUALITY	food	"The food is tasty and portion sizes are appropriate."
3RESTAURANT#MISCELLANEOUS	restaurant	"This is a nice restaurant if you are looking for a good place to host an intimate dinner meeting with business associates."
1RESTAURANT#MISCELLANEOUS	place	"Not a great place for family or general dining."
3RESTAURANT#GENERAL	PLACE	"LLOOVVE THIS PLACE."
3FOOD#QUALITY	Food	"Food is excellent."
3FOOD#QUALITY	Fish	"Fish is so very fresh."
3SERVICE#GENERAL	Waitstaff	"Waitstaff are very friendly."
3RESTAURANT#GENERAL	YUKA	"Love YUKA."
3FOOD#QUALITY	seafood	"Mermaid Inn is an overall good restaurant with really good seafood."
1FOOD#STYLE_OPTIONS	menu	"The menu is limited but almost all of the dishes are excellent."
3FOOD#QUALITY	lobster sandwich	"The lobster sandwich is good and the spaghetti with Scallops and Shrimp is great."
3SERVICE#GENERAL	service	"The service is good and ambience is good for a date or group outing."
1RESTAURANT#PRICES	restaurant	"The only fallback on this restaurant is the prices."
3FOOD#QUALITY	seafood	"Even though its good seafood, the prices are too high."
3FOOD#QUALITY	lobster sandwich	"The lobster sandwich is $24 and although it was good it was not nearly enough to warrant that price."
3RESTAURANT#GENERAL	NULL	"We were very pleasantly surprised."
3FOOD#QUALITY	food	"The food was delicious (I had a halibut special, my husband had steak), and the service was top-notch."
3SERVICE#GENERAL	waiter	"When my dessert came, there was a candle in it - not because anyone asked for one - but because the waiter must have seen me opening my birthday card and gift, and said he knew it was a special occassion of some sort."
3SERVICE#GENERAL	waiter	"Truly the mark of an attentive waiter."
3RESTAURANT#GENERAL	restaurant	"I highly recommend the restaurant based on our experience last night."
1FOOD#QUALITY	foods	"We ate at this Thai place following the reviews but very unhappy with the foods."
1FOOD#QUALITY	foods	"We thought that this place is using too much of MSG cooking in the foods."
1RESTAURANT#GENERAL	NULL	"They don't concern much of customer's health, just want to make money."
1RESTAURANT#GENERAL	NULL	"please don't fool us."
3FOOD#QUALITY	jelly fish	"I recommend the jelly fish, drunken chicken and the soupy dumplings, certainly the stir fry blue crab."
3FOOD#PRICES	food	"The food is so cheap and the waiters are nice."
2RESTAURANT#MISCELLANEOUS	NULL	"Of course, it is crowded but who cares."
3RESTAURANT#MISCELLANEOUS	NULL	"Authentic Shanghai style and I cannot recommend a better Shanghai place in New York."
3FOOD#QUALITY	food	"Have frequented 'ino for several years and the food remains excellent."
3FOOD#QUALITY	Cheese plate	"Cheese plate is a varied delight and great bargain at $10."
3FOOD#STYLE_OPTIONS	bruschettas	"The large selection of bruschettas, paninis, tramezzinis keep the palate from stagnating."
3FOOD#QUALITY	asparagus, truffle oil, parmesan bruschetta	"(The asparagus, truffle oil, parmesan bruschetta is a winner!)"
3DRINKS#STYLE_OPTIONS	Wine list	"Wine list is extensive without being over-priced."
3FOOD#QUALITY	specials	"Be sure to try the seasonal, and always delicious, specials."
3RESTAURANT#GENERAL	NULL	"Definitely a neighborhood favorite."
3RESTAURANT#GENERAL	place	"I loved this place!!"
3AMBIENCE#GENERAL	atmosphere	"I almost hesititate to write a review because the atmosphere was so great and I would hate for it too become to crowded."
3FOOD#QUALITY	food	"The food was very good, a great deal, and the place its self was great."
3SERVICE#GENERAL	wait staff	"The wait staff is very freindly, they make it feel like you're eating in a freindly little european town."
1SERVICE#GENERAL	people	"I like Cafe Noir dont get me wrong, it is jsut that the people who work there are evil and incompetent!!"
1SERVICE#GENERAL	service	"The service was terrible, we had to wait for everything and ask several of different people for the same thing before we were allowed to be served."
1SERVICE#GENERAL	waitress	"The waitress, seems to be more concerned of looking good than actually waitressing."
1SERVICE#GENERAL	manager	"After dinner the manager grabbed my boyfriend, asked him: Where are you from...maybe you dont know how things work in America...and in the end stormed away almost teareyed yelling that tips are the only thing they survive on."
1SERVICE#GENERAL	waitress	"We did tip, I guess the model/waitress just wanted more and complained to the manager."
1SERVICE#GENERAL	staff	"The whole set up is truly unprofessional and I wish Cafe Noir would get some good staff, because despite the current one this is a great place."
3FOOD#QUALITY	Pizza	"Pizza here is consistently good."
3FOOD#QUALITY	Salads	"Salads are a delicious way to begin the meal."
1FOOD#QUALITY	calamari	"You should pass on the calamari."
1FOOD#QUALITY	NULL	"It is thick and slightly soggy."
3AMBIENCE#GENERAL	Decor	"Decor is charming."
2SERVICE#GENERAL	Service	"Service is average."
3RESTAURANT#GENERAL	place	"What a great place."
3AMBIENCE#GENERAL	ambience	"The ambience was so fun, and the prices were great, on top of the fact that the food was really tasty."
2SERVICE#GENERAL	NULL	"I wasn't thrilled to have to wait on line for thirty minutes, but I guess that's the price you pay for a popular place."
3FOOD#QUALITY	thai cuisine	"I would definitely recommend SEA if you like thai cuisine!"
1SERVICE#GENERAL	customer service	"I was here a few weeks back and we had the worst customer service experience at a restaurant ever."
1SERVICE#GENERAL	gentleman	"A gentleman, maybe the manager, came to our table, and without so much as a smile or greeting asked for our order."
1SERVICE#GENERAL	NULL	"When asked about how a certain dish was prepared in comparison to a similar at other thai restaurants, he replied this is not Mcdonald's, every place makes things differently "
1SERVICE#GENERAL	NULL	"While it is understandable that every place is indeed different, there was not a need to be uncourteous to customers and downright rude."
1RESTAURANT#GENERAL	NULL	"Never again!"
3RESTAURANT#GENERAL	place	"I absolutely Loved this place."
3AMBIENCE#GENERAL	atmosphere	"Excellent atmosphere, delicious dishes good and friendly service."
3RESTAURANT#GENERAL	NULL	"this is can became on e of the NY Italian Food fare institutions."
3RESTAURANT#GENERAL	NULL	"I think that it is absolutely brilliant and well runned business operation."
3DRINKS#STYLE_OPTIONS	wine list	"The wine list is also really nice."
3RESTAURANT#GENERAL	NULL	"Everything was wonderful; food, drinks, staff, mileau."
3RESTAURANT#GENERAL	place	"I would highly recommend this place!"
3RESTAURANT#GENERAL	Casimir	"I have been to Casimir over 5 times and I have always had a great time there."
3FOOD#QUALITY	food	"The food is great and reasonably priced."
1SERVICE#GENERAL	hostess	"I have tried to make reservations, but both times, the hostess didn't have my name."
3AMBIENCE#GENERAL	outside table	"If the weather is nice, try to snag an outside table."
3SERVICE#GENERAL	staff	"The staff has been nice, but they seemed really stressed and the unisex bathroom needs to be cleaned more often."
3RESTAURANT#GENERAL	NULL	"My boyfriend and I went there to celebrate my birthday the other night and all I can say is that it was magnificent."
3FOOD#QUALITY	caviar	"From the spectacular caviar to the hospitable waitstaff, I felt like royalty and enjoyed every second of it."
3SERVICE#GENERAL	waitstaff	"Considering we were the last patrons there and it was after the closing time, the waitstaff did not rush us at all and made us feel comfortable and relaxed."
3FOOD#QUALITY	caviar	"I highly recommend Caviar Russe to anyone who wants delicious top grade caviar and fantastic service."
3RESTAURANT#GENERAL	restaurant	"Nice Family owned traditional restaurant."
3FOOD#QUALITY	ingredients	"Fresh ingredients and everything is made to order."
3RESTAURANT#GENERAL	NULL	"I was pleasantly surprised to find this gem in Hoboken."
3SERVICE#GENERAL	staff	"Friendly staff that actually lets you enjoy your meal and the company you're with."
3FOOD#QUALITY	food	"I found the food to be outstanding, particulary the salmon dish I had."
3DRINKS#QUALITY	Change Mojito	"I also ordered the Change Mojito, which was out of this world."
2FOOD#QUALITY	dim sum	"My friends settled for rice dishes, but we came back the following day to try the dim sum, which was good...not outstanding, but good."
3AMBIENCE#GENERAL	back patio	"We ate out in the back patio, which is worth it as it's cool and the music is hear well there."
3RESTAURANT#GENERAL	restaurant	"Overall, excellent restaurant!"
3FOOD#QUALITY	food	"The food was good."
3AMBIENCE#GENERAL	place	"The place was nice and calm."
1SERVICE#GENERAL	service	"but the service was a bit slow."
3FOOD#STYLE_OPTIONS	buffet	"The buffet had a nice selection."
3FOOD#QUALITY	food	"The food was average or above including some surprising tasty dishes."
3SERVICE#GENERAL	Service	"Service was also very good."
3RESTAURANT#GENERAL	NULL	"I would go back."
3FOOD#QUALITY	cheesecake	"I got an excellent piece of cheesecake and we had several other nice pastries."
1FOOD#QUALITY	food	"I would recommend Roxy's for that, but not for their food."
2FOOD#STYLE_OPTIONS	cheeseburgers	"My son and his girlfriend both wanted cheeseburgers and they were huge!"
1FOOD#STYLE_OPTIONS	NULL	"But, they were too big for the bun."
1FOOD#STYLE_OPTIONS	burgers	"Consequently, their burgers fell apart in their hands and made such a mess that they did'nt feel like finishing them."
1FOOD#PRICES	NULL	"Also they were $15 each!"
2FOOD#STYLE_OPTIONS	pastrami sandwich on a roll	"I had a huge pastrami sandwich on a roll."
2FOOD#PRICES	NULL	"It was $14 not really bad for a pound of Pastrami-but it didn't have much taste-I've had better for less elsewhere!"
1FOOD#QUALITY	food	"This place is really trendi but they have forgotten about the most important part of a  restaurant, the food."
1FOOD#QUALITY	food	"The last two times I ordered from here my food was soo spicy that  I could barely eat it, and the spice took away from the flavor of the dish."
1FOOD#QUALITY	Tom Kha soup	"And the Tom Kha soup was pathetic."
1FOOD#QUALITY	Thai	"If you want good authentic Thai this place is not the place to go."
3FOOD#QUALITY	food	"We went here for lunch a couple of weeks ago on a Saturday, and I was thoroughly impressed with the food."
